,ko,ec
3071,ko:K06038,ec:4.6.1.14
3072,ko:K06041,ec:5.3.1.13
3073,ko:K06042,ec:5.4.99.61
3074,ko:K06042,ec:5.4.99.60
3075,ko:K06044,ec:5.4.99.15
3076,ko:K06045,ec:5.4.99.17
3077,ko:K06045,ec:4.2.1.129
3078,ko:K06046,ec:6.2.1.19
3079,ko:K06047,ec:6.3.2.25
3080,ko:K06048,ec:6.3.2.2
3081,ko:K06058,ec:2.3.2.27
3082,ko:K06059,ec:3.4.24.86
3083,ko:K06062,ec:2.3.1.48
3084,ko:K06067,ec:3.5.1.98
3085,ko:K06068,ec:2.7.11.13
3086,ko:K06069,ec:2.7.11.13
3087,ko:K06070,ec:2.7.11.13
3088,ko:K06071,ec:2.7.11.13
3089,ko:K06072,ec:1.14.99.29
3090,ko:K06074,ec:7.6.2.8
3091,ko:K06101,ec:2.1.1.354
3092,ko:K06103,ec:2.7.11.1
3093,ko:K06113,ec:3.2.1.99
3094,ko:K06116,ec:3.1.3.21
3095,ko:K06117,ec:3.1.3.21
3096,ko:K06118,ec:3.13.1.1
3097,ko:K06120,ec:4.2.1.30
3098,ko:K06121,ec:4.2.1.30
3099,ko:K06122,ec:4.2.1.30
3100,ko:K06123,ec:1.1.1.101
3101,ko:K06124,ec:3.1.3.75
3102,ko:K06125,ec:2.5.1.39
3103,ko:K06127,ec:2.1.1.201
3104,ko:K06128,ec:3.1.1.5
3105,ko:K06129,ec:3.1.1.5
3106,ko:K06130,ec:3.1.1.5
3107,ko:K06134,ec:1.14.99.60
3108,ko:K06137,ec:1.3.3.11
3109,ko:K06139,ec:1.21.98.4
3110,ko:K06151,ec:1.1.99.3
3111,ko:K06152,ec:1.1.99.3
3112,ko:K06153,ec:3.6.1.27
3113,ko:K06162,ec:3.6.1.63
3114,ko:K06163,ec:4.7.1.1
3115,ko:K06164,ec:2.7.8.37
3116,ko:K06165,ec:2.7.8.37
3117,ko:K06166,ec:2.7.8.37
3118,ko:K06167,ec:3.1.4.55
3119,ko:K06168,ec:2.8.4.3
3120,ko:K06169,ec:1.14.99.69
3121,ko:K06173,ec:5.4.99.12
3122,ko:K06175,ec:5.4.99.26
3123,ko:K06176,ec:5.4.99.27
3124,ko:K06177,ec:5.4.99.28
3125,ko:K06177,ec:5.4.99.29
3126,ko:K06178,ec:5.4.99.22
3127,ko:K06179,ec:5.4.99.24
3128,ko:K06180,ec:5.4.99.23
3129,ko:K06181,ec:5.4.99.20
3130,ko:K06182,ec:5.4.99.21
3131,ko:K06183,ec:5.4.99.19
3132,ko:K06208,ec:5.4.99.5
3133,ko:K06209,ec:5.4.99.5
3134,ko:K06210,ec:2.7.7.1
3135,ko:K06210,ec:2.7.7.18
3136,ko:K06211,ec:2.7.7.1
3137,ko:K06211,ec:2.7.1.22
3138,ko:K06215,ec:4.3.3.6
3139,ko:K06221,ec:1.1.1.346
3140,ko:K06222,ec:1.1.1.346
3141,ko:K06223,ec:2.1.1.72
3142,ko:K06228,ec:2.7.11.1
3143,ko:K06269,ec:3.1.3.16
3144,ko:K06272,ec:2.7.11.1
3145,ko:K06276,ec:2.7.11.1
3146,ko:K06281,ec:1.12.99.6
3147,ko:K06282,ec:1.12.99.6
3148,ko:K06324,ec:1.16.3.3
3149,ko:K06379,ec:2.7.11.1
3150,ko:K06382,ec:3.1.3.16
3151,ko:K06399,ec:3.4.21.116
3152,ko:K06441,ec:1.12.7.2
3153,ko:K06442,ec:2.1.1.226
3154,ko:K06442,ec:2.1.1.227
3155,ko:K06443,ec:5.5.1.19
3156,ko:K06444,ec:5.5.1.18
3157,ko:K06447,ec:1.2.1.71
3158,ko:K06478,ec:3.1.3.48
3159,ko:K06606,ec:5.3.99.11
3160,ko:K06611,ec:2.4.1.67
3161,ko:K06616,ec:2.4.3.3
3162,ko:K06617,ec:2.4.1.82
3163,ko:K06619,ec:2.7.10.2
3164,ko:K06631,ec:2.7.11.21
3165,ko:K06632,ec:2.7.11.1
3166,ko:K06633,ec:2.7.11.1
3167,ko:K06637,ec:2.7.11.1
3168,ko:K06639,ec:3.1.3.16
3169,ko:K06639,ec:3.1.3.48
3170,ko:K06640,ec:2.7.11.1
3171,ko:K06641,ec:2.7.11.1
3172,ko:K06642,ec:2.7.11.1
3173,ko:K06643,ec:2.3.2.27
3174,ko:K06645,ec:3.1.3.48
3175,ko:K06655,ec:2.7.11.22
3176,ko:K06660,ec:2.7.11.21
3177,ko:K06667,ec:2.7.11.22
3178,ko:K06683,ec:2.7.11.1
3179,ko:K06688,ec:2.3.2.23
3180,ko:K06689,ec:2.3.2.23
3181,ko:K06704,ec:3.4.24.81
3182,ko:K06709,ec:1.14.11.66
3183,ko:K06709,ec:1.14.11.69
3184,ko:K06716,ec:2.4.2.31
3185,ko:K06717,ec:2.4.2.31
3186,ko:K06718,ec:2.3.1.178
3187,ko:K06720,ec:4.2.1.108
3188,ko:K06726,ec:5.4.99.62
3189,ko:K06776,ec:3.1.3.48
3190,ko:K06777,ec:3.1.3.48
3191,ko:K06778,ec:3.1.3.48
3192,ko:K06855,ec:2.7.11.24
3193,ko:K06857,ec:7.3.2.6
3194,ko:K06859,ec:5.3.1.9
3195,ko:K06861,ec:7.5.2.5
3196,ko:K06863,ec:6.3.4.23
3197,ko:K06864,ec:4.4.1.37
3198,ko:K06868,ec:2.5.1.73
3199,ko:K06876,ec:4.1.99.13
3200,ko:K06879,ec:1.7.1.13
3201,ko:K06881,ec:3.1.3.7
3202,ko:K06881,ec:3.1.13.3
3203,ko:K06892,ec:1.14.11.61
3204,ko:K06896,ec:3.1.3.90
3205,ko:K06897,ec:2.5.1.105
3206,ko:K06898,ec:2.5.1.143
3207,ko:K06900,ec:3.1.1.32
3208,ko:K06911,ec:1.13.11.24
3209,ko:K06914,ec:6.3.4.24
3210,ko:K06917,ec:2.9.1.3
3211,ko:K06920,ec:6.3.4.20
3212,ko:K06927,ec:6.3.1.14
3213,ko:K06928,ec:3.6.1.15
3214,ko:K06932,ec:6.3.4.22
3215,ko:K06941,ec:2.1.1.192
3216,ko:K06949,ec:3.1.3.100
3217,ko:K06952,ec:3.1.3.89
3218,ko:K06957,ec:2.3.1.193
3219,ko:K06966,ec:3.2.2.10
3220,ko:K06967,ec:2.1.1.217
3221,ko:K06968,ec:2.1.1.186
3222,ko:K06969,ec:2.1.1.191
3223,ko:K06970,ec:2.1.1.181
3224,ko:K06981,ec:2.7.4.26
3225,ko:K06982,ec:2.7.1.169
3226,ko:K06984,ec:2.4.2.54
3227,ko:K06988,ec:1.5.1.40
3228,ko:K06989,ec:1.4.1.21
3229,ko:K06998,ec:5.3.3.17
3230,ko:K07007,ec:1.3.1.114
3231,ko:K07008,ec:3.5.1.118
3232,ko:K07009,ec:6.3.5.13
3233,ko:K07012,ec:5.6.2.4
3234,ko:K07023,ec:3.1.3.89
3235,ko:K07024,ec:3.1.3.24
3236,ko:K07026,ec:3.1.3.70
3237,ko:K07029,ec:2.7.1.107
3238,ko:K07030,ec:2.7.2.18
3239,ko:K07031,ec:2.7.1.168
3240,ko:K07046,ec:3.1.1.120
3241,ko:K07047,ec:3.5.1.91
3242,ko:K07053,ec:3.1.3.97
3243,ko:K07055,ec:2.5.1.114
3244,ko:K07056,ec:2.1.1.198
3245,ko:K07057,ec:2.5.1.128
3246,ko:K07067,ec:2.7.7.85
3247,ko:K07072,ec:2.5.1.131
3248,ko:K07102,ec:2.7.1.221
3249,ko:K07104,ec:1.13.11.2
3250,ko:K07106,ec:4.2.1.126
3251,ko:K07115,ec:2.1.1.266
3252,ko:K07116,ec:3.5.1.97
3253,ko:K07119,ec:1.3.1.48
3254,ko:K07127,ec:3.5.2.17
3255,ko:K07130,ec:3.5.1.9
3256,ko:K07141,ec:2.7.7.76
3257,ko:K07142,ec:2.7.6.3
3258,ko:K07144,ec:2.7.4.31
3259,ko:K07145,ec:1.14.99.48
3260,ko:K07151,ec:2.4.99.18
3261,ko:K07154,ec:2.7.11.1
3262,ko:K07155,ec:1.13.11.24
3263,ko:K07160,ec:3.5.2.9
3264,ko:K07173,ec:4.4.1.21
3265,ko:K07178,ec:2.7.11.1
3266,ko:K07179,ec:2.7.11.1
3267,ko:K07181,ec:3.1.4.52
3268,ko:K07188,ec:3.1.1.79
3269,ko:K07198,ec:2.7.11.11
3270,ko:K07203,ec:2.7.11.1
3271,ko:K07209,ec:2.7.11.10
3272,ko:K07211,ec:2.7.11.10
3273,ko:K07214,ec:3.1.1.108
3274,ko:K07215,ec:1.14.99.58
3275,ko:K07226,ec:1.14.99.58
3276,ko:K07229,ec:1.16.1.9
3277,ko:K07232,ec:4.3.2.7
3278,ko:K07246,ec:1.1.1.93
3279,ko:K07246,ec:4.1.1.73
3280,ko:K07246,ec:1.1.1.83
3281,ko:K07248,ec:1.2.1.22
3282,ko:K07248,ec:1.2.1.21
3283,ko:K07249,ec:1.2.1.36
3284,ko:K07250,ec:2.6.1.19
3285,ko:K07250,ec:2.6.1.22
3286,ko:K07250,ec:2.6.1.48
3287,ko:K07251,ec:2.7.1.89
3288,ko:K07252,ec:3.6.1.43
3289,ko:K07253,ec:5.3.2.1
3290,ko:K07254,ec:2.1.1.206
3291,ko:K07258,ec:3.4.16.4
3292,ko:K07259,ec:3.4.16.4
3293,ko:K07260,ec:3.4.17.14
3294,ko:K07264,ec:2.4.2.43
3295,ko:K07281,ec:2.7.7.74
3296,ko:K07284,ec:3.4.22.70
3297,ko:K07291,ec:2.7.8.34
3298,ko:K07293,ec:3.1.3.48
3299,ko:K07298,ec:2.7.11.1
3300,ko:K07302,ec:1.3.99.16
3301,ko:K07303,ec:1.3.99.16
3302,ko:K07304,ec:1.8.4.11
3303,ko:K07305,ec:1.8.4.12
3304,ko:K07306,ec:1.8.5.3
3305,ko:K07309,ec:1.97.1.9
3306,ko:K07310,ec:1.97.1.9
3307,ko:K07313,ec:3.1.3.16
3308,ko:K07314,ec:3.1.3.16
3309,ko:K07315,ec:3.1.3.3
3310,ko:K07316,ec:2.1.1.72
3311,ko:K07317,ec:2.1.1.72
3312,ko:K07318,ec:2.1.1.72
3313,ko:K07319,ec:2.1.1.72
3314,ko:K07320,ec:2.1.1.298
3315,ko:K07359,ec:2.7.11.17
3316,ko:K07360,ec:2.7.10.2
3317,ko:K07363,ec:2.7.10.2
3318,ko:K07364,ec:2.7.10.2
3319,ko:K07370,ec:2.7.10.2
3320,ko:K07376,ec:2.7.11.12
3321,ko:K07381,ec:1.14.14.51
3322,ko:K07382,ec:1.14.14.52
3323,ko:K07384,ec:4.2.3.119
3324,ko:K07384,ec:4.2.3.120
3325,ko:K07385,ec:4.2.3.108
3326,ko:K07393,ec:1.8.5.7
3327,ko:K07404,ec:3.1.1.31
3328,ko:K07405,ec:3.2.1.1
3329,ko:K07406,ec:3.2.1.22
3330,ko:K07407,ec:3.2.1.22
3331,ko:K07408,ec:1.14.14.1
3332,ko:K07409,ec:1.14.14.1
3333,ko:K07410,ec:1.14.14.1
3334,ko:K07411,ec:1.14.14.1
3335,ko:K07412,ec:1.14.14.1
3336,ko:K07413,ec:1.14.14.1
3337,ko:K07414,ec:1.14.14.1
3338,ko:K07416,ec:1.14.14.1
3339,ko:K07418,ec:1.14.14.1
3340,ko:K07418,ec:1.14.14.73
3341,ko:K07418,ec:1.14.14.74
3342,ko:K07418,ec:1.14.14.75
3343,ko:K07419,ec:1.14.14.24
3344,ko:K07420,ec:1.14.14.1
3345,ko:K07422,ec:1.14.14.80
3346,ko:K07424,ec:1.14.14.1
3347,ko:K07425,ec:1.14.14.80
3348,ko:K07426,ec:1.14.14.1
3349,ko:K07427,ec:1.14.14.79
3350,ko:K07428,ec:1.14.14.1
3351,ko:K07429,ec:1.14.14.1
3352,ko:K07430,ec:1.14.14.29
3353,ko:K07431,ec:1.14.14.139
3354,ko:K07432,ec:2.4.1.141
3355,ko:K07433,ec:1.14.15.4
3356,ko:K07433,ec:1.14.15.5
3357,ko:K07434,ec:1.14.14.14
3358,ko:K07436,ec:1.14.15.16
3359,ko:K07438,ec:1.14.15.18
3360,ko:K07439,ec:1.14.14.26
3361,ko:K07440,ec:1.14.14.25
3362,ko:K07441,ec:2.4.1.141
3363,ko:K07442,ec:2.1.1.219
3364,ko:K07442,ec:2.1.1.220
3365,ko:K07446,ec:2.1.1.213
3366,ko:K07464,ec:3.1.12.1
3367,ko:K07468,ec:6.5.1.1
3368,ko:K07469,ec:1.2.99.7
3369,ko:K07508,ec:2.3.1.16
3370,ko:K07509,ec:2.3.1.16
3371,ko:K07511,ec:4.2.1.17
3372,ko:K07512,ec:1.3.1.38
3373,ko:K07513,ec:2.3.1.16
3374,ko:K07514,ec:4.2.1.17
3375,ko:K07514,ec:1.1.1.35
3376,ko:K07514,ec:5.3.3.8
3377,ko:K07515,ec:4.2.1.17
3378,ko:K07515,ec:1.1.1.211
3379,ko:K07516,ec:1.1.1.35
3380,ko:K07517,ec:5.3.3.8
3381,ko:K07518,ec:3.1.1.22
3382,ko:K07527,ec:2.7.10.2
3383,ko:K07533,ec:5.2.1.8
3384,ko:K07537,ec:4.2.1.100
3385,ko:K07538,ec:1.1.1.368
3386,ko:K07539,ec:3.7.1.21
3387,ko:K07540,ec:4.1.99.11
3388,ko:K07543,ec:2.8.3.15
3389,ko:K07544,ec:2.8.3.15
3390,ko:K07545,ec:1.3.8.3
3391,ko:K07546,ec:4.2.1.180
3392,ko:K07547,ec:1.1.1.429
3393,ko:K07548,ec:1.1.1.429
3394,ko:K07549,ec:2.3.1.310
3395,ko:K07550,ec:2.3.1.310
3396,ko:K07553,ec:2.4.1.274
3397,ko:K07557,ec:2.6.1.97
3398,ko:K07558,ec:2.7.7.72
3399,ko:K07560,ec:3.1.1.96
3400,ko:K07561,ec:2.5.1.108
3401,ko:K07566,ec:2.7.7.87
3402,ko:K07568,ec:2.4.99.17
3403,ko:K07583,ec:5.4.99.25
3404,ko:K07587,ec:6.1.1.27
3405,ko:K07589,ec:5.1.99.7
3406,ko:K07633,ec:2.4.1.65
3407,ko:K07634,ec:2.4.1.65
3408,ko:K07636,ec:2.7.13.3
3409,ko:K07637,ec:2.7.13.3
3410,ko:K07638,ec:2.7.13.3
3411,ko:K07639,ec:2.7.13.3
3412,ko:K07640,ec:2.7.13.3
3413,ko:K07641,ec:2.7.13.3
3414,ko:K07642,ec:2.7.13.3
3415,ko:K07643,ec:2.7.13.3
3416,ko:K07644,ec:2.7.13.3
3417,ko:K07645,ec:2.7.13.3
3418,ko:K07646,ec:2.7.13.3
3419,ko:K07647,ec:2.7.13.3
3420,ko:K07648,ec:2.7.13.3
3421,ko:K07649,ec:2.7.13.3
3422,ko:K07650,ec:2.7.13.3
3423,ko:K07651,ec:2.7.13.3
3424,ko:K07652,ec:2.7.13.3
3425,ko:K07653,ec:2.7.13.3
3426,ko:K07654,ec:2.7.13.3
3427,ko:K07655,ec:2.7.13.3
3428,ko:K07656,ec:2.7.13.3
3429,ko:K07673,ec:2.7.13.3
3430,ko:K07674,ec:2.7.13.3
3431,ko:K07675,ec:2.7.13.3
3432,ko:K07676,ec:2.7.13.3
3433,ko:K07677,ec:2.7.13.3
3434,ko:K07678,ec:2.7.13.3
3435,ko:K07679,ec:2.7.13.3
3436,ko:K07680,ec:2.7.13.3
3437,ko:K07681,ec:2.7.13.3
3438,ko:K07682,ec:2.7.13.3
3439,ko:K07683,ec:2.7.13.3
3440,ko:K07697,ec:2.7.13.3
3441,ko:K07698,ec:2.7.13.3
3442,ko:K07700,ec:2.7.13.3
3443,ko:K07701,ec:2.7.13.3
3444,ko:K07704,ec:2.7.13.3
3445,ko:K07706,ec:2.7.13.3
3446,ko:K07708,ec:2.7.13.3
3447,ko:K07709,ec:2.7.13.3
3448,ko:K07710,ec:2.7.13.3
3449,ko:K07711,ec:2.7.13.3
3450,ko:K07716,ec:2.7.13.3
3451,ko:K07717,ec:2.7.13.3
3452,ko:K07718,ec:2.7.13.3
3453,ko:K07732,ec:2.7.1.161
3454,ko:K07739,ec:2.3.1.311
3455,ko:K07747,ec:3.4.23.45
3456,ko:K07748,ec:1.1.1.170
3457,ko:K07749,ec:2.8.3.16
3458,ko:K07750,ec:1.14.18.9
3459,ko:K07751,ec:3.4.11.23
3460,ko:K07752,ec:3.4.17.22
3461,ko:K07753,ec:1.3.1.38
3462,ko:K07754,ec:1.21.99.3
3463,ko:K07755,ec:2.1.1.137
3464,ko:K07756,ec:2.7.4.21
3465,ko:K07757,ec:3.1.3.23
3466,ko:K07758,ec:3.1.3.74
3467,ko:K07759,ec:3.2.1.143
3468,ko:K07760,ec:2.7.11.22
3469,ko:K07762,ec:3.4.24.79
3470,ko:K07763,ec:3.4.24.80
3471,ko:K07764,ec:3.4.24.82
3472,ko:K07765,ec:3.4.24.85
3473,ko:K07766,ec:3.6.1.52
3474,ko:K07767,ec:5.6.1.1
3475,ko:K07768,ec:2.7.13.3
3476,ko:K07769,ec:2.7.13.3
3477,ko:K07777,ec:2.7.13.3
3478,ko:K07778,ec:2.7.13.3
3479,ko:K07779,ec:2.8.2.5
3480,ko:K07806,ec:2.6.1.87
3481,ko:K07808,ec:2.8.2.29
3482,ko:K07809,ec:2.8.2.30
3483,ko:K07811,ec:1.7.2.3
3484,ko:K07812,ec:1.7.2.3
3485,ko:K07816,ec:2.7.6.5
3486,ko:K07817,ec:3.1.3.48
3487,ko:K07819,ec:2.4.1.86
3488,ko:K07820,ec:2.4.1.86
3489,ko:K07823,ec:2.3.1.174
3490,ko:K07824,ec:1.14.14.92
3491,ko:K07963,ec:2.3.2.27
3492,ko:K07964,ec:3.2.1.166
3493,ko:K07966,ec:2.4.1.22
3494,ko:K07966,ec:2.4.1.90
3495,ko:K07966,ec:2.4.1.38
3496,ko:K07967,ec:2.4.1.22
3497,ko:K07967,ec:2.4.1.90
3498,ko:K07967,ec:2.4.1.38
3499,ko:K07968,ec:2.4.1.90
3500,ko:K07968,ec:2.4.1.38
3501,ko:K07969,ec:2.4.1.90
3502,ko:K07969,ec:2.4.1.275
3503,ko:K07970,ec:2.4.1.146
3504,ko:K07970,ec:2.4.1.149
3505,ko:K07971,ec:2.4.1.149
3506,ko:K07991,ec:3.4.23.52
3507,ko:K08016,ec:2.7.10.2
3508,ko:K08022,ec:1.13.11.33
3509,ko:K08041,ec:4.6.1.1
3510,ko:K08042,ec:4.6.1.1
3511,ko:K08043,ec:4.6.1.1
3512,ko:K08044,ec:4.6.1.1
3513,ko:K08045,ec:4.6.1.1
3514,ko:K08046,ec:4.6.1.1
3515,ko:K08047,ec:4.6.1.1
3516,ko:K08048,ec:4.6.1.1
3517,ko:K08049,ec:4.6.1.1
3518,ko:K08056,ec:5.3.4.1
3519,ko:K08060,ec:2.7.11.1
3520,ko:K08068,ec:3.2.1.183
3521,ko:K08069,ec:3.5.1.92
3522,ko:K08070,ec:1.3.1.74
3523,ko:K08071,ec:1.10.5.1
3524,ko:K08073,ec:3.1.3.32
3525,ko:K08073,ec:2.7.1.78
3526,ko:K08074,ec:2.7.1.147
3527,ko:K08075,ec:3.1.3.32
3528,ko:K08076,ec:3.4.24.21
3529,ko:K08077,ec:3.6.1.45
3530,ko:K08080,ec:1.14.18.2
3531,ko:K08081,ec:1.1.1.206
3532,ko:K08082,ec:2.7.13.3
3533,ko:K08092,ec:1.1.1.130
3534,ko:K08093,ec:4.1.2.43
3535,ko:K08094,ec:5.3.1.27
3536,ko:K08095,ec:3.1.1.74
3537,ko:K08096,ec:3.5.4.29
3538,ko:K08097,ec:4.4.1.19
3539,ko:K08099,ec:3.1.1.14
3540,ko:K08100,ec:1.3.3.5
3541,ko:K08101,ec:1.3.7.4
3542,ko:K08104,ec:2.8.2.23
3543,ko:K08105,ec:2.8.2.35
3544,ko:K08106,ec:2.8.2.33
3545,ko:K08114,ec:3.1.3.48
3546,ko:K08134,ec:1.14.11.7
3547,ko:K08232,ec:1.6.5.4
3548,ko:K08233,ec:3.1.1.78
3549,ko:K08235,ec:2.4.1.207
3550,ko:K08236,ec:2.4.1.210
3551,ko:K08237,ec:2.4.1.218
3552,ko:K08238,ec:2.4.2.39
3553,ko:K08239,ec:2.7.8.17
3554,ko:K08240,ec:2.7.11.7
3555,ko:K08241,ec:2.1.1.141
3556,ko:K08242,ec:2.1.1.143
3557,ko:K08244,ec:2.7.9.4
3558,ko:K08245,ec:3.4.23.40
3559,ko:K08246,ec:5.5.1.9
3560,ko:K08247,ec:2.1.1.12
3561,ko:K08248,ec:4.1.2.10
3562,ko:K08249,ec:4.1.2.11
3563,ko:K08252,ec:2.7.10.1
3564,ko:K08253,ec:2.7.10.2
3565,ko:K08254,ec:3.2.1.59
3566,ko:K08255,ec:1.8.1.14
3567,ko:K08256,ec:2.4.1.345
3568,ko:K08257,ec:3.2.1.101
3569,ko:K08258,ec:3.4.22.48
3570,ko:K08259,ec:3.4.24.75
3571,ko:K08260,ec:3.5.1.90
3572,ko:K08261,ec:1.1.99.21
3573,ko:K08262,ec:1.14.19.39
3574,ko:K08264,ec:1.8.98.1
3575,ko:K08265,ec:1.8.98.1
3576,ko:K08269,ec:2.7.11.1
3577,ko:K08281,ec:3.5.1.19
3578,ko:K08282,ec:2.7.11.1
3579,ko:K08285,ec:2.3.2.27
3580,ko:K08287,ec:2.7.12.1
3581,ko:K08289,ec:6.3.1.21
3582,ko:K08290,ec:2.7.11.8
3583,ko:K08291,ec:2.7.11.16
3584,ko:K08292,ec:2.7.11.20
3585,ko:K08293,ec:2.7.11.24
3586,ko:K08294,ec:2.7.12.2
3587,ko:K08295,ec:6.2.1.32
3588,ko:K08297,ec:1.3.8.13
3589,ko:K08298,ec:2.8.3.21
3590,ko:K08299,ec:4.2.1.149
3591,ko:K08300,ec:3.1.26.12
3592,ko:K08302,ec:4.1.2.40
3593,ko:K08310,ec:3.6.1.67
3594,ko:K08315,ec:3.4.23.51
3595,ko:K08316,ec:2.1.1.171
3596,ko:K08318,ec:1.1.1.61
3597,ko:K08318,ec:1.1.1.373
3598,ko:K08319,ec:1.1.1.411
3599,ko:K08320,ec:3.6.1.65
3600,ko:K08321,ec:2.3.1.245
3601,ko:K08322,ec:1.1.1.380
3602,ko:K08323,ec:4.2.1.8
3603,ko:K08324,ec:1.2.1.16
3604,ko:K08324,ec:1.2.1.24
3605,ko:K08333,ec:2.7.11.1
3606,ko:K08348,ec:1.17.5.3
3607,ko:K08352,ec:1.8.5.5
3608,ko:K08355,ec:1.20.2.1
3609,ko:K08355,ec:1.20.9.1
3610,ko:K08356,ec:1.20.2.1
3611,ko:K08356,ec:1.20.9.1
3612,ko:K08360,ec:7.2.1.3
3613,ko:K08370,ec:7.2.1.3
3614,ko:K08371,ec:7.2.1.3
3615,ko:K08475,ec:2.7.13.3
3616,ko:K08479,ec:2.7.13.3
3617,ko:K08483,ec:2.7.3.9
3618,ko:K08484,ec:2.7.3.9
3619,ko:K08566,ec:3.4.23.48
3620,ko:K08568,ec:3.4.18.1
3621,ko:K08570,ec:3.4.22.35
3622,ko:K08571,ec:3.4.22.51
3623,ko:K08573,ec:3.4.22.54
3624,ko:K08587,ec:3.4.22.8
3625,ko:K08588,ec:3.4.19.12
3626,ko:K08589,ec:3.4.22.37
3627,ko:K08590,ec:3.5.1.111
3628,ko:K08591,ec:2.3.1.275
3629,ko:K08592,ec:3.4.22.68
3630,ko:K08593,ec:3.4.22.68
3631,ko:K08594,ec:3.4.22.68
3632,ko:K08595,ec:3.4.22.68
3633,ko:K08596,ec:3.4.22.68
3634,ko:K08597,ec:3.4.22.68
3635,ko:K08600,ec:3.4.22.71
3636,ko:K08601,ec:3.4.19.12
3637,ko:K08603,ec:3.4.24.27
3638,ko:K08604,ec:3.4.24.25
3639,ko:K08605,ec:3.4.24.30
3640,ko:K08606,ec:3.4.24.63
3641,ko:K08618,ec:3.4.24.14
3642,ko:K08627,ec:3.4.24.87
3643,ko:K08635,ec:3.4.24.11
3644,ko:K08640,ec:3.4.17.14
3645,ko:K08641,ec:3.4.13.22
3646,ko:K08644,ec:3.4.24.68
3647,ko:K08645,ec:3.4.24.83
3648,ko:K08646,ec:3.4.24.20
3649,ko:K08650,ec:3.4.21.118
3650,ko:K08651,ec:3.4.21.66
3651,ko:K08652,ec:3.4.21.110
3652,ko:K08653,ec:3.4.21.112
3653,ko:K08655,ec:3.4.14.5
3654,ko:K08656,ec:3.4.14.5
3655,ko:K08660,ec:3.4.13.18
3656,ko:K08665,ec:3.4.21.106
3657,ko:K08668,ec:3.4.21.117
3658,ko:K08669,ec:3.4.21.108
3659,ko:K08670,ec:3.4.21.109
3660,ko:K08675,ec:3.4.21.53
3661,ko:K08678,ec:4.1.1.35
3662,ko:K08679,ec:5.1.3.6
3663,ko:K08680,ec:4.2.99.20
3664,ko:K08681,ec:4.3.3.6
3665,ko:K08682,ec:3.1.4.14
3666,ko:K08683,ec:1.1.1.35
3667,ko:K08683,ec:1.1.1.178
3668,ko:K08685,ec:1.4.9.1
3669,ko:K08686,ec:1.14.12.13
3670,ko:K08687,ec:3.5.1.59
3671,ko:K08688,ec:3.5.3.3
3672,ko:K08689,ec:1.14.12.18
3673,ko:K08690,ec:1.3.1.56
3674,ko:K08691,ec:4.1.3.24
3675,ko:K08691,ec:4.1.3.25
3676,ko:K08692,ec:6.2.1.9
3677,ko:K08693,ec:3.1.4.16
3678,ko:K08693,ec:3.1.3.6
3679,ko:K08693,ec:3.1.3.5
3680,ko:K08695,ec:1.3.1.77
3681,ko:K08710,ec:3.5.4.42
3682,ko:K08718,ec:3.1.4.35
3683,ko:K08722,ec:3.1.3.89
3684,ko:K08726,ec:3.3.2.10
3685,ko:K08726,ec:3.1.3.76
3686,ko:K08728,ec:2.4.2.6
3687,ko:K08730,ec:2.7.8.29
3688,ko:K08742,ec:2.3.2.27
3689,ko:K08744,ec:2.7.8.41
3690,ko:K08746,ec:6.2.1.3
3691,ko:K08748,ec:6.2.1.7
3692,ko:K08764,ec:2.3.1.176
3693,ko:K08765,ec:2.3.1.21
3694,ko:K08766,ec:2.3.1.21
3695,ko:K08776,ec:3.4.11.14
3696,ko:K08779,ec:3.4.17.1
3697,ko:K08780,ec:3.4.17.1
3698,ko:K08781,ec:3.4.17.1
3699,ko:K08782,ec:3.4.17.1
3700,ko:K08788,ec:2.7.11.1
3701,ko:K08789,ec:2.7.11.1
3702,ko:K08790,ec:2.7.11.1
3703,ko:K08791,ec:2.7.11.1
3704,ko:K08793,ec:2.7.11.1
3705,ko:K08794,ec:2.7.11.17
3706,ko:K08795,ec:2.7.11.17
3707,ko:K08796,ec:2.7.11.1
3708,ko:K08797,ec:2.7.11.1
3709,ko:K08798,ec:2.7.11.1
3710,ko:K08799,ec:2.7.11.1
3711,ko:K08800,ec:2.7.11.1
3712,ko:K08801,ec:2.7.11.1
3713,ko:K08802,ec:2.7.11.1
3714,ko:K08803,ec:2.7.11.1
3715,ko:K08804,ec:2.7.11.1
3716,ko:K08805,ec:2.7.11.1
3717,ko:K08806,ec:2.7.11.1
3718,ko:K08807,ec:2.7.11.1
3719,ko:K08808,ec:2.7.11.1
3720,ko:K08809,ec:2.7.11.1
3721,ko:K08810,ec:2.7.11.1
3722,ko:K08811,ec:2.7.11.1
3723,ko:K08813,ec:2.7.11.1
3724,ko:K08815,ec:2.7.11.26
3725,ko:K08816,ec:2.7.11.1
3726,ko:K08817,ec:2.7.11.22
3727,ko:K08818,ec:2.7.11.22
3728,ko:K08819,ec:2.7.11.22
3729,ko:K08819,ec:2.7.11.23
3730,ko:K08820,ec:2.7.11.22
3731,ko:K08821,ec:2.7.11.22
3732,ko:K08822,ec:2.7.11.26
3733,ko:K08823,ec:2.7.12.1
3734,ko:K08824,ec:2.7.11.22
3735,ko:K08825,ec:2.7.12.1
3736,ko:K08826,ec:2.7.11.1
