genome,SRR12347140,SRR12347133,SRR12347143,SRR12347136,SRR12347135,SRR12347132,SRR12347138,SRR12347134,SRR12347146,SRR12347139,SRR12347137,SRR12347145,SRR12347142,SRR12347144,SRR12347141
GCA_014382305.1,0.023916925064499054,0.00047464168077668295,0.0050230802882383,7.564654505832423e-05,0.00019836895104295758,0.0011965929153508448,4.628721564461602e-06,0.0003198719226392166,0.0,1.1389625417999252e-06,1.7141400768205406e-05,2.3950159717627616e-06,0.011793076001284942,0.002028178767982241,0.020363385311039883
GCA_014383535.1,3.1093246313701315e-06,2.913642000807361e-05,2.2388484080220626e-06,0.0029368001064268632,0.00013685384078921813,1.4690314808994746e-05,0.0018671105610646986,4.50071046929551e-05,3.746355108675518e-05,0.0007824672662165487,0.0038874892584314265,0.000284408146646828,3.289102217622352e-06,4.532243056943555e-06,2.035361557556361e-06
GCA_014382125.1,0.0006078729654328608,0.03549426881919018,0.024818082372606166,0.010248802604626066,0.020080190821254368,0.03712376100549418,0.00021292119196523367,0.02922338863083795,0.0002664074743947035,0.00015034305551759014,0.002284317197110321,7.304798713876424e-05,0.007307836943853929,0.02454526872348921,0.0005751931761654277
GCA_014382045.1,0.006688157282077153,7.190116550379455e-05,0.001961231205427327,1.6396295480622002e-05,3.1794326648000174e-05,0.00017583861665311894,5.207311760019302e-06,4.776264171497276e-05,3.1219625905629313e-06,1.0820144147099291e-05,6.315252914601993e-06,8.981309894110357e-06,0.009538944614807757,0.000395211594565478,0.019858615644765903
GCA_014381695.1,0.008874789829088198,0.000938474689614887,0.003210956386785242,0.00010918442217777832,0.00031725208546591475,0.0016965087799114841,4.050131368903902e-06,0.0005320482733345764,0.0,2.2779250835998504e-06,1.3081595323104128e-05,2.3950159717627616e-06,0.0045175818959043,0.0020163949360341876,0.006052351127549596
GCA_014381385.1,3.342523978722892e-05,4.276474549572094e-05,2.328402344342945e-05,0.004110998448686861,0.00029997256011374073,3.1161273837261584e-05,0.01283602348844758,7.325135916863611e-05,0.00046309111760016816,0.008178890012665264,0.010338069021203461,0.003044664054103411,2.6861001443915875e-05,1.4049953476525021e-05,2.0353615575563613e-05
GCA_014383905.1,0.0008814935329934323,0.0005000185627191987,0.0005628464897767465,5.105210183739123e-05,0.00015517013766252257,0.0005813803375923375,0.0,0.0003768196877609149,0.0,0.0,3.6087159512011384e-06,0.0,0.0005734001532721634,0.0004491452869431063,0.0009041076038665357
GCA_014381205.1,2.0210610103905857e-05,2.3027170651542046e-05,9.403163313692662e-06,2.720294477466832e-05,2.626487853530449e-05,1.869676430235695e-05,7.753108620473183e-05,1.3088800854583883e-05,0.04134623189521861,0.00012073002943079208,0.00015788132286504981,0.00023590907321863202,1.0415490355804114e-05,9.970934725275821e-06,1.2619241656849439e-05
GCA_014383695.1,0.0007843271382631157,0.0004694723159365409,0.000386425235224608,2.8693517091088502e-05,0.00013097880216947897,0.0006588383611306735,0.0,0.0003083905183808097,0.0,0.0,4.961984432901565e-06,1.1975079858813808e-06,0.0006008093384190162,0.0005012660820979572,0.00044085931336670784
GCA_014382585.1,3.731189557644158e-05,2.77265932334894e-05,2.86572596226824e-05,0.0002384915706272291,4.5617946929739374e-05,2.403869696017322e-05,0.04932712853207617,6.245883916573361e-05,0.016683768083968306,0.06356379101404112,0.003826141087261007,0.1313827924089969,2.3571899226293523e-05,2.220799097902342e-05,2.6866772559743968e-05
GCA_014381305.1,2.6429259366646118e-05,0.00011701562229048916,3.716488357316624e-05,0.015382333662377172,0.0016194371160057478,5.341932657816271e-05,0.00877258454504585,0.00014374718131525456,0.0018721369001409047,0.012969935944746649,0.014442081236706957,0.007299409927939957,3.398738958209764e-05,3.444504723277102e-05,1.7097037083473434e-05
GCA_014382805.1,4.1198551365654245e-05,0.0004577237594816725,4.746358625006773e-05,0.022487891894752178,0.003386095788012018,0.00018874828724284158,0.01888576257319889,0.0004493821626740466,0.0001384070081816233,0.0016412450227336923,0.026840275976552367,0.00026464926487978515,3.289102217622352e-05,6.889009446554204e-05,2.1167760198586158e-05
GCA_014382865.1,0.029349692526660514,0.0019460308911844002,0.018037506084070547,0.00029066160170193546,0.0006237908652134816,0.004918139333629514,1.9672066648961805e-05,0.0013582501237695379,0.0,8.542219063499439e-06,8.254937738372605e-05,4.790031943525523e-06,0.022388918795355348,0.00710927645912166,0.02183820829564522
GCA_014381505.1,5.90771679960325e-05,0.0035344357238826065,0.011412753644733266,0.0003950016638513482,0.0011750077239478325,0.006255403142302854,9.257443128923203e-06,0.0021022451197143057,0.0,3.416887625399776e-06,0.00011322346296893573,0.0,0.007617012552310429,0.008676979332518436,0.00013677629666778747
GCA_014381725.1,0.00022931269156354722,0.016947997599534945,0.0012550984175371683,0.033373168878489665,0.03187450364563426,0.008663279287813538,0.0009367375266079167,0.019093116025560363,6.764252279553019e-05,0.00029157441070078085,0.011363395440838486,0.0001317258784469519,0.0005871047458455898,0.004317414736044431,0.0005519900544092852
GCA_014384375.1,5.985449915387503e-05,7.895029937671558e-05,0.008607924359163226,7.080218502995864e-06,2.0735430422608807e-05,0.00032185144263343035,5.785901955577002e-07,3.995528681925606e-05,0.0,0.0,2.706536963400854e-06,0.0,0.02143069368262137,0.0014190453011290272,0.001652306512424254
GCA_014382065.1,0.0003047138138742729,0.0006217336075916352,0.0002614974940569769,0.007614961321511605,0.0015582675962590518,0.0004175610694193052,0.07570158400637837,0.0006466326878334774,0.09134134082049339,0.1754765419274891,0.029082190761236075,0.09543779395078841,0.00019131611232503347,0.0003032070605095238,0.0001424753090289453
GCA_014381335.1,0.045951154064703494,0.0008205191828080083,0.0059262317360344,3.800959406871464e-05,0.00014929509904278341,0.0018545409543718823,5.785901955577002e-07,0.0003791159686125963,0.0,1.708443812699888e-06,5.86416342070185e-06,5.987539929406904e-07,0.017000272995484064,0.0023041923701501033,0.031722738163761935
GCA_014382715.1,0.004514739364749431,0.04836269767533663,0.08071451503632979,0.011153207357614011,0.030438920679375644,0.07161884598228793,0.0004136919898237556,0.05033792069013343,7.388644797665605e-05,0.00016116319966468943,0.00313777851956939,0.00010897322671520565,0.04460899701020608,0.06467102940383328,0.01246903197390178
GCA_014384675.1,7.617845346856823e-05,0.10683244349766745,0.0007155359512038511,0.06004174347772135,0.09294898600289328,0.04403577670365361,0.007843368690980184,0.146834301292255,0.0006077420509629174,0.0021720015672124574,0.03272654278245533,0.0016022656851092875,0.0002647727285185993,0.007182698796644146,6.838814833389373e-05
GCA_014384245.1,0.0361699961055709,0.0017326771059639901,0.01449923006003248,0.00015800066554053928,0.00043337049583252405,0.004841571632200814,2.372219801786571e-05,0.0010298819619791002,1.4569158755960347e-05,1.480651304339903e-05,6.49568871216205e-05,2.2752651731746236e-05,0.01929496997597859,0.008018897640650231,0.02976309205614667
GCA_014384425.1,0.0018819187331367722,0.0016133117723825274,0.0027269173609708723,0.00019973669040030436,0.0006148055120303511,0.0021701601422378603,6.364492151134702e-06,0.001059733613050958,0.0,1.1389625417999252e-06,2.2103385201106975e-05,0.0,0.0025742706689924275,0.0017634957734567371,0.0016128204982076605
GCA_014383735.1,6.995980420582796e-06,3.7595380655578848e-06,4.477696816044125e-06,2.645765861645823e-05,8.985353183130483e-06,4.896771602998249e-06,0.00026152276839208047,6.199958299539733e-06,0.005383304160327348,0.00137017193778531,0.00014840844349314682,0.0016908812760645098,6.578204435244704e-06,2.2661215284717774e-06,7.3273016072029005e-06
GCA_014381785.1,0.00206847821101898,0.012573775060258346,0.009473463153704556,0.001442128716136526,0.027119523859223015,0.004156468768835877,4.6287215644616014e-05,0.024677900684934653,9.365887771688795e-06,1.6514956856098917e-05,0.0011051692600553486,8.382555901169666e-06,0.013112005990551505,0.007912843153117752,0.0010180878510896918
GCA_014382085.1,0.00012825964104401792,0.005561296683476501,0.0011812164200724403,0.004885350767067146,0.005854303189316554,0.002777359821009643,9.257443128923203e-05,0.004076128139819623,1.2487850362251725e-05,1.4237031772499067e-05,0.0012968822949629092,5.987539929406904e-07,0.00031739836400055695,0.0022556973694408075,0.00011153781335408859
GCA_014383445.1,0.0006265289132210815,0.032991356352045025,0.007953732854339179,0.011653667012852087,0.025059804437243875,0.01996369266436904,0.0002511081448720419,0.025975299366134633,6.2439251811258626e-06,5.580916454819634e-05,0.002773298208498075,1.9160127774102093e-05,0.0022749623671887934,0.01206755036341791,0.00022999585600386882
GCA_014381405.1,0.011724485853738925,0.00020630465134748895,0.0021497422413827845,4.844360028365591e-06,2.626487853530449e-05,0.0007015738223932036,0.0,8.886606896006952e-05,0.0,0.0,1.8043579756005692e-06,5.987539929406904e-07,0.005170468686102337,0.001157534876743384,0.008845274256828434
GCA_014381985.1,1.1659967367637995e-05,5.7332955499757745e-05,9.850932995297074e-06,0.00013825058234797187,6.289747228191338e-05,3.071611278244356e-05,0.00542659744413567,7.669578044615819e-05,0.03673093053216974,0.027201272904536715,0.0014308558746512514,0.021944333841276305,8.770939246992938e-06,1.9488645144857286e-05,8.95559085324799e-06
GCA_014384025.1,0.04197277319886541,0.01142899571929597,0.023366860834526267,0.0009219189777058825,0.003317668867617409,0.019936537840025144,1.3886164693384805e-05,0.006666332940516223,0.0,8.542219063499439e-06,0.00011773435790793714,1.1975079858813808e-06,0.03747548248388614,0.018676467189053,0.0393268489427925
GCA_014383305.1,3.1093246313701315e-06,0.00043234687753915675,0.0006380717962862878,3.577373559408437e-05,0.00022878091566278384,0.0004927932876835511,2.198642743119261e-05,0.0004950781516225061,0.0,1.8223400668798803e-05,4.330459141441366e-05,1.377134183763588e-05,0.00010031761763748174,0.0006340608036664034,5.699012361157811e-06
GCA_014382075.1,0.016992459110437768,0.0041740271372856415,0.006271014390869797,0.0006860359086323887,0.001913189046992706,0.006024809715907118,6.943082346692403e-06,0.002717878016050085,1.0406541968543106e-06,4.555850167199701e-06,7.488085598742363e-05,2.3950159717627616e-06,0.007619205287122178,0.005792206626773863,0.007465706193116733
GCA_014382695.1,5.829983683818997e-05,0.04592322741304776,0.0012112169887399358,0.00721064358068263,0.021074800300525505,0.02211382055914009,4.397285486238522e-05,0.03582864050069945,2.081308393708621e-06,5.296175819369652e-05,0.0006161882486675944,2.6943929682331067e-05,0.00026751364703328463,0.006425814206134572,7.490130531807409e-05
GCA_014384515.1,0.032293445621410184,0.00015132140713870485,0.004185303213956443,1.6768938559727048e-05,4.492676591565242e-05,0.0005052577972184557,4.628721564461602e-06,8.243648257536164e-05,0.0,0.0,3.6087159512011384e-06,1.1975079858813808e-06,0.01323425095630647,0.0011629735684117162,0.025220572131992382
GCA_014382145.1,0.08499572079197608,0.005319746362764407,0.026863494278175123,0.00027016623235115797,0.0010346979780881795,0.01244047083794446,4.050131368903902e-06,0.0026549599207140147,0.0,1.1389625417999252e-06,3.2027354066910106e-05,0.0,0.04692342860400635,0.01300617790051092,0.06127903748566088
GCA_014383485.1,3.886655789212665e-06,2.2087286135152573e-05,1.1642011721714726e-05,7.564654505832423e-05,5.21841665635655e-05,1.023870426081452e-05,0.0014811909006277124,3.811826213791096e-05,0.0009792555992399062,0.004316098552150817,0.0004262795717356345,0.005661219003254228,1.1511857761678231e-05,2.4474112507495196e-05,3.256578492090178e-06
GCA_014381625.1,1.7101285472535725e-05,5.169364840142092e-06,1.7015247900967677e-05,0.00011514671144345905,2.626487853530449e-05,1.201934848008661e-05,0.0031429019422694274,1.2859172769415743e-05,0.00015505747533129226,0.014439767104939452,0.0004213175873027329,0.01712675921407551,8.770939246992938e-06,3.1725701398604886e-06,8.95559085324799e-06
GCA_014382975.1,0.0009607813110933706,0.012368880235685442,0.0033815566354765234,0.005573622534174165,0.009312281802793615,0.00831827947032957,0.0003436825761612739,0.008856295988764758,3.1219625905629314e-05,0.000121868991972592,0.001251773345572895,9.40043768916884e-05,0.0018353190374332724,0.006047371910879786,0.0008577013603542506
GCA_014381465.1,9.327973894110395e-06,4.3234687753915673e-05,8.95539363208825e-06,0.014014733562061656,0.00043855435343817626,1.7806442192720905e-05,0.024505030552455277,5.625888086619388e-05,0.0025152611937968683,0.014447739842732052,0.03891594172825918,0.002118391627024163,1.1511857761678231e-05,8.1580375024984e-06,6.106084672669083e-06
GCA_014382535.1,0.0003396937159771869,0.02865707890471498,0.005653987769618916,0.029820017119223056,0.030448942804079903,0.018958964163644766,0.005115315918925627,0.024430591237208567,6.452056020496725e-05,0.0004328057658839716,0.01023747606406373,6.22704152658318e-05,0.0007175724671446098,0.01137139782987138,0.00030082643820683017
GCA_014381795.1,0.0,0.00017387863553205217,7.1643149056706e-06,0.0013966662604857104,0.000670099993157308,3.33870791113517e-05,0.006478474419659569,0.00029300543667454444,0.014928184453875084,0.00882354281132402,0.003270849920269932,0.009562101267262826,8.22275554405588e-06,1.5409626393608086e-05,1.628289246045089e-06
GCA_014383685.1,0.004696634855684584,0.00010056764325367342,0.00048493456517757874,4.844360028365591e-06,2.315456397191317e-05,0.000196761186229566,0.0,5.511074044035319e-05,0.0,0.0,9.021789878002846e-07,0.0,0.0013024844781784513,0.00024791369521481247,0.003028210925332354
GCA_014382605.1,0.00018345015325083776,0.022756483910821877,0.008251947462287718,0.00643219218843219,0.01531657127216704,0.01626306881566682,0.00017704859984065625,0.01939186216436411,5.203270984271552e-06,2.1640288294198582e-05,0.0010388591044520278,2.9937699647034523e-06,0.0008195346358909027,0.013027479442878555,0.00010583880099293078
