,label
3300011696_2,Aerobe
3300028111_13,Aerobe
3300020601_25,Aerobe
3300027356_2,Aerobe
3300017989_30,Anaerobe
3300024431_16,Aerobe
3300025795_7,Aerobe
3300013010_64,Anaerobe
3300007128_11,Anaerobe
3300015370_42,Aerobe
3300029529_11,Anaerobe
3300027835_134,Aerobe
3300029388_19,Anaerobe
3300021285_8,Anaerobe
3300029426_26,Anaerobe
3300020109_67,Aerobe
3300007805_12,Anaerobe
3300029121_18,Anaerobe
3300027864_98,Anaerobe
3300022821_12,Aerobe
3300027414_1,Aerobe
3300025266_8,Aerobe
3300027820_19,Aerobe
3300020383_9,Aerobe
3300026269_25,Facultative
3300026084_3,Aerobe
3300027770_2,Aerobe
3300026311_59,Anaerobe
3300021419_16,Aerobe
3300010299_26,Aerobe
3300020074_56,Anaerobe
3300006226_110,Anaerobe
3300022937_42,Aerobe
3300005300_19,Anaerobe
3300012893_1,Facultative
3300029727_7,Anaerobe
3300010282_19,Anaerobe
3300011723_2,Aerobe
3300029444_27,Anaerobe
3300014631_1,Aerobe
3300029538_13,Anaerobe
3300027848_52,Aerobe
3300025547_7,Anaerobe
3300025175_2,Aerobe
3300027719_16,Anaerobe
3300026024_1,Aerobe
3300000214_8,Anaerobe
3300012842_4,Aerobe
3300012131_6,Anaerobe
3300001580_55,Anaerobe
3300008123_18,Aerobe
3300014206_45,Anaerobe
3300013765_4,Aerobe
3300002168_13,Anaerobe
3300002821_27,Anaerobe
3300029684_30,Anaerobe
3300014946_9,Anaerobe
3300029876_13,Anaerobe
3300020285_8,Aerobe
3300022856_3,Facultative
3300027784_92,Anaerobe
3300011829_1,Facultative
3300005326_79,Aerobe
3300006333_25,Anaerobe
3300012889_54,Anaerobe
3300029702_19,Anaerobe
3300026338_5,Anaerobe
3300028091_6,Aerobe
3300022845_10,Aerobe
3300025393_9,Anaerobe
3300026232_9,Aerobe
3300027983_74,Aerobe
3300029848_9,Anaerobe
3300025740_29,Anaerobe
3300028923_12,Anaerobe
3300027835_77,Anaerobe
3300011689_1,Aerobe
3300025447_6,Aerobe
3300010267_27,Anaerobe
3300026210_21,Aerobe
3300014585_2,Anaerobe
3300025860_9,Aerobe
3300021255_59,Anaerobe
3300026885_9,Facultative
3300027838_66,Aerobe
3300020198_79,Aerobe
3300026512_21,Anaerobe
3300012831_4,Aerobe
3300025094_29,Anaerobe
3300029058_12,Anaerobe
3300011949_2,Facultative
3300014199_29,Aerobe
3300022177_41,Anaerobe
3300029784_34,Anaerobe
3300007305_13,Anaerobe
3300011482_3,Aerobe
3300000576_9,Aerobe
3300011588_3,Aerobe
3300029393_25,Anaerobe
3300013132_345,Aerobe
3300027819_141,Facultative
3300025536_26,Aerobe
3300009095_95,Aerobe
3300012956_46,Aerobe
3300020200_50,Aerobe
3300026290_63,Anaerobe
3300014565_6,Anaerobe
3300020166_17,Aerobe
3300000193_7,Aerobe
3300011967_2,Anaerobe
3300007728_17,Facultative
3300006259_20,Anaerobe
3300020055_20,Aerobe
3300017389_6,Anaerobe
3300008304_14,Aerobe
3300029116_23,Anaerobe
3300020131_6,Aerobe
3300012036_5,Aerobe
3300025858_61,Anaerobe
3300020578_50,Aerobe
3300025350_22,Aerobe
3300028398_21,Anaerobe
3300027247_8,Aerobe
3300029525_6,Anaerobe
3300029614_26,Anaerobe
3300014540_8,Anaerobe
3300012961_8,Aerobe
3300017431_19,Aerobe
3300014744_3,Anaerobe
3300026026_3,Aerobe
3300029307_22,Anaerobe
3300021376_56,Aerobe
3300025656_14,Anaerobe
3300025245_10,Aerobe
3300024051_6,Aerobe
3300025748_32,Anaerobe
3300002170_68,Aerobe
3300025672_9,Aerobe
3300026255_22,Anaerobe
3300025377_16,Anaerobe
3300007184_27,Anaerobe
3300009503_177,Anaerobe
3300025589_14,Anaerobe
3300024960_1,Anaerobe
3300029562_16,Anaerobe
3300007976_7,Anaerobe
3300029581_19,Anaerobe
3300027779_26,Aerobe
3300026074_8,Aerobe
3300027793_36,Aerobe
3300012889_33,Anaerobe
3300025772_32,Aerobe
3300026531_31,Anaerobe
3300020194_27,Aerobe
3300027864_65,Aerobe
3300014673_2,Aerobe
3300008635_8,Anaerobe
3300025775_20,Aerobe
3300010279_10,Anaerobe
3300020386_15,Aerobe
3300013697_3,Aerobe
3300029743_21,Anaerobe
3300008640_22,Anaerobe
3300029507_12,Anaerobe
3300029745_17,Anaerobe
3300008063_13,Anaerobe
3300025342_2,Aerobe
3300008082_10,Facultative
3300021387_94,Anaerobe
3300027858_36,Anaerobe
3300025672_15,Anaerobe
3300027893_59,Anaerobe
3300029534_4,Facultative
3300025575_29,Aerobe
3300026863_6,Aerobe
3300028177_16,Anaerobe
3300008406_11,Anaerobe
3300027227_11,Aerobe
3300029389_15,Anaerobe
3300027592_45,Anaerobe
3300012165_3,Anaerobe
3300025282_7,Aerobe
3300028989_4,Anaerobe
2140918001_5,Aerobe
3300013128_41,Anaerobe
3300029744_20,Anaerobe
3300013374_2,Aerobe
3300006192_18,Anaerobe
3300008486_28,Aerobe
3300026472_9,Aerobe
3300023174_31,Anaerobe
3300013947_8,Anaerobe
3300002185_6,Anaerobe
3300026268_52,Aerobe
3300025751_1,Aerobe
3300017998_25,Aerobe
3300026293_28,Anaerobe
3300008502_14,Facultative
3300008103_8,Anaerobe
3300011823_3,Aerobe
3300027580_11,Aerobe
3300011896_1,Anaerobe
3300028559_48,Aerobe
3300008497_4,Anaerobe
3300020187_27,Aerobe
3300029121_11,Anaerobe
3300029013_11,Anaerobe
3300025882_16,Aerobe
3300009503_97,Anaerobe
3300027051_26,Anaerobe
3300025481_23,Anaerobe
3300026237_13,Aerobe
3300029772_12,Anaerobe
3300029715_40,Anaerobe
3300009770_38,Anaerobe
3300025504_3,Aerobe
3300025507_5,Anaerobe
3300005279_10,Anaerobe
3300027525_2,Aerobe
3300001683_30,Aerobe
3300009503_27,Aerobe
3300021431_42,Anaerobe
3300011138_2,Facultative
3300020695_6,Aerobe
3300004628_26,Anaerobe
3300029656_18,Anaerobe
3300003155_10,Anaerobe
3300014545_1,Anaerobe
3300013286_10,Aerobe
3300025274_7,Aerobe
3300025937_9,Aerobe
3300022660_122,Anaerobe
3300025189_2,Aerobe
3300013130_108,Aerobe
3300008715_27,Anaerobe
3300006289_14,Anaerobe
3300024252_25,Aerobe
3300017788_82,Aerobe
3300029586_18,Anaerobe
3300011870_5,Anaerobe
3300024236_3,Aerobe
3300029370_18,Anaerobe
3300021503_9,Anaerobe
3300025108_3,Aerobe
3300027728_27,Aerobe
3300017458_5,Aerobe
3300009503_91,Anaerobe
3300027864_55,Anaerobe
3300014519_5,Facultative
3300006931_26,Aerobe
3300027854_18,Aerobe
3300011976_16,Anaerobe
3300020380_8,Aerobe
3300000032_23,Anaerobe
3300012889_18,Anaerobe
3300013902_10,Anaerobe
3300013126_56,Anaerobe
3300026197_13,Aerobe
3300008150_30,Anaerobe
3300012008_12,Aerobe
3300027148_6,Aerobe
3300008077_11,Anaerobe
3300028630_25,Anaerobe
3300029554_30,Anaerobe
3300010278_23,Anaerobe
3300027699_28,Aerobe
3300020084_75,Anaerobe
3300010153_20,Aerobe
3300000116_7,Aerobe
3300025456_9,Aerobe
3300009503_184,Anaerobe
3300012814_10,Aerobe
3300008403_13,Aerobe
3300020309_7,Aerobe
3300014937_2,Anaerobe
3300025491_3,Anaerobe
3300006441_2,Anaerobe
3300029056_20,Anaerobe
3300017821_4,Aerobe
3300025695_18,Aerobe
3300020279_16,Aerobe
3300012111_4,Aerobe
3300025730_88,Aerobe
3300028593_107,Aerobe
3300025640_35,Aerobe
3300001598_61,Anaerobe
3300027759_24,Aerobe
3300029392_15,Anaerobe
3300007367_7,Anaerobe
3300029931_3,Facultative
3300008547_25,Anaerobe
3300002174_22,Aerobe
3300008714_6,Aerobe
3300027842_8,Aerobe
3300025094_26,Aerobe
3300012433_1,Anaerobe
3300001598_32,Anaerobe
3300027623_25,Aerobe
3300029325_14,Anaerobe
3300023179_67,Anaerobe
3300009702_75,Aerobe
3300013131_40,Facultative
3300025297_10,Aerobe
3300008743_16,Facultative
3300029547_14,Anaerobe
3300026971_14,Aerobe
3300006320_5,Anaerobe
3300028197_10,Aerobe
3300008491_9,Anaerobe
3300008160_9,Anaerobe
3300028960_6,Anaerobe
3300012889_48,Anaerobe
3300008150_25,Aerobe
3300027863_321,Aerobe
3300023084_33,Aerobe
3300011221_2,Aerobe
3300029404_22,Anaerobe
3300008347_13,Facultative
3300020171_22,Anaerobe
3300028964_12,Anaerobe
3300029428_21,Anaerobe
3300025688_30,Aerobe
3300012097_4,Facultative
3300011990_5,Anaerobe
3300025466_6,Aerobe
3300029411_22,Anaerobe
3300013382_14,Anaerobe
3300008012_19,Aerobe
3300025864_43,Anaerobe
3300029728_12,Anaerobe
3300005281_32,Aerobe
3300014520_6,Anaerobe
3300006258_7,Anaerobe
3300029873_23,Anaerobe
3300027026_13,Aerobe
3300029843_8,Anaerobe
3300012196_6,Facultative
3300029099_9,Anaerobe
3300025821_18,Aerobe
3300027863_190,Aerobe
3300025224_8,Aerobe
3300026200_26,Aerobe
3300020394_15,Aerobe
3300011809_2,Aerobe
3300027614_3,Aerobe
3300000866_20,Anaerobe
3300002821_39,Anaerobe
3300006566_21,Anaerobe
3300000839_48,Anaerobe
3300006462_1,Anaerobe
3300029881_15,Anaerobe
3300017532_30,Anaerobe
3300007664_25,Anaerobe
3300014844_1,Aerobe
3300014692_2,Aerobe
3300024307_4,Aerobe
3300022828_1,Facultative
3300014896_4,Facultative
3300026185_11,Aerobe
3300029707_24,Anaerobe
3300025690_11,Aerobe
3300020470_15,Aerobe
3300029399_11,Anaerobe
3300003132_2,Aerobe
3300006038_21,Aerobe
3300012148_3,Anaerobe
3300001598_72,Anaerobe
3300025207_1,Aerobe
3300011013_38,Aerobe
3300029335_21,Anaerobe
3300021387_90,Anaerobe
3300025496_13,Anaerobe
3300027292_12,Aerobe
3300007315_10,Anaerobe
3300013137_110,Anaerobe
3300014801_3,Aerobe
3300005512_20,Facultative
3300008503_9,Anaerobe
3300029623_16,Anaerobe
3300007650_21,Anaerobe
3300006318_12,Aerobe
3300021387_88,Anaerobe
3300027111_18,Facultative
3300012135_2,Facultative
3300014146_2,Aerobe
3300008747_38,Aerobe
3300029849_4,Anaerobe
3300011929_3,Aerobe
3300013137_208,Aerobe
3300010049_112,Anaerobe
3300025449_2,Aerobe
3300017417_2,Aerobe
3300008279_7,Facultative
3300025490_2,Anaerobe
3300006028_8,Facultative
3300026627_6,Facultative
3300018412_3,Aerobe
3300008012_38,Aerobe
3300017963_69,Anaerobe
3300013137_183,Aerobe
3300023239_7,Aerobe
3300029567_25,Anaerobe
3300008159_3,Anaerobe
3300011219_2,Aerobe
3300025675_4,Aerobe
3300029876_31,Anaerobe
3300029784_20,Anaerobe
3300014720_59,Anaerobe
3300020419_15,Aerobe
3300029704_9,Anaerobe
3300027839_71,Aerobe
3300017818_30,Aerobe
3300029617_25,Anaerobe
3300020299_1,Aerobe
3300027230_2,Aerobe
3300007294_1,Facultative
3300007745_2,Facultative
3300026255_25,Anaerobe
3300018427_36,Anaerobe
3300012921_31,Aerobe
3300010167_89,Anaerobe
3300029048_7,Anaerobe
3300029858_25,Anaerobe
3300002167_24,Anaerobe
3300012425_1,Aerobe
3300025892_32,Anaerobe
3300029338_24,Anaerobe
3300012148_12,Anaerobe
3300025601_21,Aerobe
3300028580_15,Anaerobe
3300029530_16,Anaerobe
3300020192_32,Aerobe
3300007800_20,Aerobe
3300008098_9,Anaerobe
3300025870_34,Aerobe
3300013004_120,Aerobe
3300029552_13,Anaerobe
3300029527_18,Anaerobe
3300009702_42,Anaerobe
3300008537_19,Aerobe
3300022834_11,Anaerobe
3300001580_28,Anaerobe
3300029861_18,Anaerobe
3300007295_19,Anaerobe
3300007361_20,Anaerobe
3300006045_83,Aerobe
3300029220_8,Anaerobe
3300024247_3,Aerobe
3300006499_24,Anaerobe
3300011472_5,Aerobe
3300027415_1,Aerobe
3300028640_23,Anaerobe
3300027863_127,Anaerobe
3300000239_13,Anaerobe
3300022855_5,Facultative
3300020402_11,Aerobe
3300025713_22,Anaerobe
3300029653_8,Anaerobe
3300029372_14,Anaerobe
3300028189_18,Anaerobe
3300021318_34,Anaerobe
3300008130_17,Anaerobe
3300020389_28,Aerobe
3300029532_13,Anaerobe
3300025750_24,Anaerobe
3300009503_202,Anaerobe
3300025678_21,Anaerobe
3300010287_35,Anaerobe
3300023262_5,Facultative
3300000233_5,Aerobe
3300012036_4,Aerobe
3300009503_186,Anaerobe
3300026988_5,Anaerobe
3300025246_9,Aerobe
3300020692_2,Anaerobe
3300020222_40,Anaerobe
3300025315_12,Aerobe
3300026251_27,Aerobe
3300026968_3,Aerobe
3300008518_3,Anaerobe
3300008130_22,Anaerobe
3300025681_56,Aerobe
3300027386_25,Aerobe
3300011764_4,Anaerobe
3300012839_12,Aerobe
3300027878_64,Aerobe
3300007949_2,Aerobe
3300013129_42,Anaerobe
3300029343_29,Anaerobe
3300029327_9,Anaerobe
3300008148_10,Anaerobe
3300029352_13,Anaerobe
3300029700_7,Anaerobe
3300003106_1,Aerobe
3300029543_18,Anaerobe
3300007980_13,Anaerobe
3300027847_9,Anaerobe
3300025685_10,Aerobe
3300014039_12,Anaerobe
3300009095_149,Anaerobe
3300025446_5,Aerobe
3300011528_2,Aerobe
3300027754_78,Aerobe
3300007797_18,Anaerobe
3300027325_10,Aerobe
3300029870_27,Anaerobe
3300021407_5,Aerobe
3300007714_21,Anaerobe
3300002170_65,Aerobe
3300013882_8,Anaerobe
3300023088_9,Aerobe
3300003317_5,Anaerobe
3300010167_79,Anaerobe
3300006463_32,Anaerobe
3300013755_7,Anaerobe
3300013125_131,Aerobe
3300013426_3,Anaerobe
3300020198_56,Aerobe
3300014522_7,Anaerobe
3300029430_19,Anaerobe
3300028028_30,Anaerobe
3300029522_11,Anaerobe
3300007104_17,Aerobe
3300025161_41,Anaerobe
3300024040_11,Aerobe
3300029874_10,Anaerobe
3300023100_7,Aerobe
3300014807_12,Anaerobe
3300025231_1,Aerobe
3300026283_11,Aerobe
3300017434_15,Anaerobe
3300025291_6,Aerobe
3300029334_24,Anaerobe
3300020291_7,Aerobe
3300025767_70,Aerobe
3300027700_10,Aerobe
3300014797_11,Anaerobe
3300029374_22,Anaerobe
3300029758_16,Anaerobe
3300012000_37,Aerobe
3300011013_31,Aerobe
3300025709_40,Aerobe
3300029392_30,Anaerobe
3300027951_17,Aerobe
3300000418_3,Aerobe
3300013123_84,Anaerobe
3300027789_14,Aerobe
3300007530_4,Anaerobe
3300025812_8,Anaerobe
3300006312_12,Anaerobe
3300011831_2,Anaerobe
3300029603_8,Anaerobe
3300025784_26,Anaerobe
3300015202_18,Aerobe
3300012802_7,Aerobe
3300012682_11,Aerobe
3300018008_13,Anaerobe
3300021588_2,Aerobe
3300029769_24,Anaerobe
3300029815_21,Anaerobe
3300027793_15,Aerobe
3300008650_22,Anaerobe
3300002450_12,Anaerobe
3300008482_22,Anaerobe
3300015214_84,Anaerobe
3300029419_22,Anaerobe
3300011969_10,Aerobe
3300022839_2,Aerobe
3300009343_11,Anaerobe
3300008073_18,Anaerobe
3300024431_10,Aerobe
3300017494_17,Aerobe
3300012859_16,Aerobe
3300020458_9,Aerobe
3300022916_16,Anaerobe
3300015195_6,Aerobe
3300008717_3,Aerobe
3300025627_9,Aerobe
3300002544_6,Aerobe
3300020267_5,Aerobe
3300028603_97,Anaerobe
3300008640_29,Facultative
3300011852_5,Aerobe
3300027722_3,Aerobe
3300008134_7,Facultative
3300020362_25,Aerobe
3300018475_68,Anaerobe
3300009083_103,Aerobe
3300022909_29,Aerobe
3300018017_6,Aerobe
3300000201_2,Aerobe
3300013093_8,Aerobe
3300006456_6,Aerobe
3300010401_55,Aerobe
3300007098_9,Anaerobe
3300013610_1,Anaerobe
3300029725_15,Anaerobe
3300014911_44,Anaerobe
3300029006_4,Facultative
3300025602_5,Anaerobe
3300005068_7,Anaerobe
3300007356_17,Anaerobe
3300008100_10,Anaerobe
3300027835_82,Anaerobe
3300029392_18,Anaerobe
3300026157_30,Anaerobe
3300010263_21,Anaerobe
3300025708_7,Anaerobe
3300020139_49,Anaerobe
3300026821_6,Aerobe
3300029769_15,Anaerobe
3300001095_40,Anaerobe
3300008412_22,Aerobe
3300002231_45,Aerobe
3300029492_26,Anaerobe
3300029342_22,Anaerobe
3300012271_12,Aerobe
3300025405_15,Aerobe
3300005963_7,Aerobe
3300011586_2,Facultative
3300013103_66,Anaerobe
3300013126_131,Aerobe
3300025859_6,Anaerobe
3300025704_20,Aerobe
3300008518_12,Aerobe
3300029620_30,Anaerobe
2225789004_12,Anaerobe
3300014947_13,Anaerobe
3300026966_8,Aerobe
3300007722_46,Aerobe
3300029771_16,Anaerobe
3300027283_40,Aerobe
3300029853_26,Anaerobe
3300021125_5,Aerobe
3300027801_51,Aerobe
3300017655_16,Aerobe
3300008712_14,Anaerobe
3300006259_8,Anaerobe
3300027276_19,Anaerobe
3300004628_13,Anaerobe
3300007753_1,Anaerobe
3300013018_5,Aerobe
3300028564_57,Aerobe
3300007724_8,Anaerobe
3300025304_28,Aerobe
3300011634_2,Aerobe
3300011654_2,Aerobe
3300020692_3,Aerobe
3300006913_8,Aerobe
3300025608_22,Aerobe
3300027541_4,Aerobe
3300008129_13,Anaerobe
3300017533_36,Anaerobe
3300011186_8,Aerobe
3300026971_8,Aerobe
3300008341_2,Aerobe
3300024044_15,Aerobe
3300028419_11,Aerobe
3300017548_16,Aerobe
3300025369_8,Aerobe
3300019775_11,Anaerobe
3300012832_9,Aerobe
3300029393_22,Anaerobe
3300024944_2,Aerobe
3300029193_9,Anaerobe
3300005662_94,Aerobe
3300020396_16,Aerobe
3300017931_26,Anaerobe
3300027790_41,Aerobe
3300005081_4,Anaerobe
3300029765_30,Anaerobe
3300011372_2,Aerobe
3300029373_22,Anaerobe
3300025696_29,Aerobe
3300013099_48,Anaerobe
3300026522_73,Anaerobe
3300027828_44,Aerobe
3300017386_1,Anaerobe
3300025421_9,Aerobe
3300027815_89,Anaerobe
3300029240_13,Anaerobe
3300020197_37,Anaerobe
3300020373_13,Aerobe
3300027677_15,Aerobe
3300027896_81,Aerobe
3300027819_75,Aerobe
3300027942_4,Aerobe
3300008481_23,Anaerobe
3300020301_7,Facultative
3300014784_9,Anaerobe
3300012045_6,Aerobe
3300029577_18,Anaerobe
3300010998_46,Anaerobe
3300012197_2,Aerobe
3300008504_7,Aerobe
3300029219_8,Anaerobe
3300013128_67,Anaerobe
3300006317_27,Anaerobe
3300025631_34,Anaerobe
3300021387_77,Anaerobe
3300006262_5,Anaerobe
3300008734_35,Anaerobe
3300029362_31,Anaerobe
3300007783_14,Anaerobe
3300029095_7,Anaerobe
3300025928_10,Aerobe
3300003894_36,Aerobe
3300026893_3,Aerobe
3300025849_52,Aerobe
3300025528_21,Aerobe
3300020204_46,Aerobe
3300025620_19,Aerobe
3300028955_4,Facultative
3300008274_6,Aerobe
3300029736_19,Anaerobe
3300003130_1,Anaerobe
3300000425_15,Anaerobe
3300009095_74,Aerobe
3300029237_16,Anaerobe
3300020262_18,Aerobe
3300029406_11,Anaerobe
3300018878_140,Anaerobe
3300006487_5,Anaerobe
3300027510_10,Anaerobe
3300007097_9,Anaerobe
3300028564_47,Anaerobe
3300028559_23,Aerobe
3300027649_19,Aerobe
3300018048_21,Aerobe
3300025636_28,Aerobe
3300006262_9,Anaerobe
3300025629_50,Anaerobe
3300025802_1,Anaerobe
3300017494_20,Aerobe
3300008125_7,Anaerobe
3300023047_1,Aerobe
3300014548_3,Anaerobe
3300012851_4,Aerobe
3300029512_12,Anaerobe
3300025093_2,Aerobe
3300020440_18,Aerobe
3300011990_34,Anaerobe
3300021125_1,Anaerobe
3300017990_37,Aerobe
3300007135_6,Facultative
3300025216_4,Aerobe
3300002163_23,Anaerobe
3300027806_51,Aerobe
3300010282_23,Anaerobe
3300017518_36,Aerobe
3300027419_8,Anaerobe
3300013752_5,Anaerobe
3300026264_7,Aerobe
3300025856_82,Aerobe
3300013237_1,Aerobe
3300007353_21,Anaerobe
3300012091_8,Aerobe
3300015207_15,Anaerobe
3300027214_6,Aerobe
3300014778_9,Anaerobe
3300011013_67,Facultative
3300011951_5,Aerobe
3300007666_6,Anaerobe
3300025304_23,Aerobe
3300029188_10,Anaerobe
3300026885_12,Aerobe
3300029440_19,Anaerobe
3300027015_2,Aerobe
3300008403_4,Aerobe
3300012005_15,Aerobe
3300028048_43,Anaerobe
3300025636_29,Aerobe
3300023082_8,Aerobe
3300011580_3,Aerobe
3300026212_12,Aerobe
3300009381_31,Aerobe
3300026260_38,Aerobe
3300027847_13,Aerobe
3300005279_15,Anaerobe
3300029706_7,Anaerobe
3300027793_32,Aerobe
3300029203_6,Anaerobe
3300027815_62,Aerobe
3300010167_39,Anaerobe
3300029736_4,Anaerobe
3300029365_42,Anaerobe
3300008144_11,Anaerobe
3300024358_3,Aerobe
3300029404_18,Anaerobe
3300008412_5,Anaerobe
3300029684_11,Anaerobe
3300025685_7,Aerobe
3300020383_12,Aerobe
3300027790_47,Aerobe
3300017419_27,Anaerobe
3300029042_4,Facultative
3300025241_9,Aerobe
3300025495_12,Aerobe
3300027707_25,Aerobe
3300029520_13,Anaerobe
3300029382_34,Anaerobe
3300029510_6,Anaerobe
3300026778_3,Anaerobe
3300025882_31,Anaerobe
3300007664_28,Anaerobe
3300025094_35,Anaerobe
3300009503_239,Anaerobe
3300008744_24,Anaerobe
3300012889_12,Anaerobe
3300017406_40,Anaerobe
3300029496_10,Anaerobe
3300025859_8,Aerobe
3300017653_9,Facultative
3300023296_3,Aerobe
3300029862_24,Anaerobe
3300009702_92,Aerobe
3300020397_17,Aerobe
3300008346_13,Anaerobe
3300029840_11,Anaerobe
3300025632_10,Aerobe
3300027896_110,Anaerobe
3300029873_36,Anaerobe
3300007204_3,Anaerobe
3300011816_5,Aerobe
3300014802_11,Anaerobe
3300013296_25,Aerobe
3300027680_8,Aerobe
3300028177_20,Aerobe
3300007500_17,Anaerobe
3300009773_27,Anaerobe
3300020478_52,Aerobe
3300015202_19,Aerobe
3300013338_2,Facultative
3300011234_1,Facultative
3300008079_12,Anaerobe
3300028567_58,Anaerobe
3300029603_19,Anaerobe
3300010428_46,Anaerobe
3300009566_6,Anaerobe
3300005279_4,Anaerobe
3300027806_24,Aerobe
3300007746_37,Aerobe
3300020201_34,Aerobe
3300013014_66,Aerobe
3300029573_28,Anaerobe
3300027091_1,Aerobe
3300011651_5,Anaerobe
3300007184_22,Anaerobe
3300008650_33,Aerobe
3300029523_29,Anaerobe
3300025248_8,Aerobe
3300008134_10,Anaerobe
3300029361_28,Anaerobe
3300027976_6,Anaerobe
3300029134_13,Anaerobe
3300029436_29,Anaerobe
3300028478_3,Aerobe
3300021047_1,Aerobe
3300026623_7,Aerobe
3300011967_7,Anaerobe
3300015207_24,Anaerobe
3300011783_4,Facultative
3300027082_10,Aerobe
3300029733_20,Anaerobe
3300012005_26,Aerobe
3300027850_55,Aerobe
3300000929_16,Aerobe
3300011563_1,Aerobe
3300027125_9,Aerobe
3300012862_9,Aerobe
3300025772_30,Aerobe
3300025456_15,Anaerobe
3300025525_16,Aerobe
3300029322_6,Anaerobe
3300029793_17,Anaerobe
3300023055_12,Aerobe
3300022837_3,Aerobe
3300021591_6,Anaerobe
3300012075_12,Aerobe
3300028561_28,Anaerobe
3300020277_11,Aerobe
3300026863_12,Aerobe
3300029490_25,Anaerobe
3300028644_16,Anaerobe
3300007355_8,Anaerobe
3300025416_6,Aerobe
3300029607_17,Anaerobe
3300018080_62,Aerobe
3300029554_28,Anaerobe
3300015207_7,Anaerobe
3300028299_29,Anaerobe
3300009363_28,Aerobe
3300007316_11,Anaerobe
3300027766_9,Facultative
3300020185_18,Aerobe
3300022890_7,Anaerobe
3300010294_5,Anaerobe
3300014556_12,Anaerobe
3300029443_8,Anaerobe
3300023257_8,Aerobe
3300025349_16,Anaerobe
3300014783_6,Anaerobe
3300021310_7,Anaerobe
3300010167_73,Anaerobe
3300012919_27,Aerobe
3300008138_9,Anaerobe
3300028086_8,Aerobe
3300008739_25,Anaerobe
3300029517_8,Anaerobe
3300007638_21,Aerobe
3300027828_31,Anaerobe
3300024964_6,Aerobe
3300019487_22,Aerobe
3300027561_6,Aerobe
3300017992_20,Anaerobe
3300022753_141,Anaerobe
3300025532_6,Aerobe
3300026968_1,Anaerobe
3300027777_20,Aerobe
3300027793_61,Aerobe
3300014293_13,Anaerobe
3300027281_9,Aerobe
3300025929_40,Aerobe
3300008497_26,Anaerobe
3300020603_69,Aerobe
3300014088_1,Anaerobe
3300006853_14,Aerobe
3300020195_59,Aerobe
3300029893_5,Anaerobe
3300013104_37,Aerobe
3300029853_20,Anaerobe
3300012275_4,Anaerobe
3300027977_24,Aerobe
3300006057_4,Aerobe
3300025712_23,Aerobe
3300029488_15,Anaerobe
3300028284_10,Aerobe
3300011944_1,Aerobe
3300010259_7,Anaerobe
3300002173_20,Anaerobe
3300008493_18,Anaerobe
3300025432_9,Anaerobe
3300029783_22,Anaerobe
3300024261_11,Aerobe
3300025654_32,Aerobe
3300025856_11,Anaerobe
3300007787_4,Facultative
3300028284_6,Aerobe
3300020358_19,Aerobe
3300008134_12,Anaerobe
3300026261_37,Aerobe
3300026875_2,Facultative
3300029382_23,Anaerobe
3300020603_53,Aerobe
3300013130_38,Anaerobe
3300025860_34,Aerobe
3300027951_6,Aerobe
3300020244_3,Aerobe
3300029791_30,Anaerobe
3300011601_3,Facultative
3300007659_9,Anaerobe
3300007318_11,Aerobe
3300018878_107,Anaerobe
3300011747_4,Aerobe
3300029700_10,Anaerobe
3300008636_19,Facultative
3300013014_21,Aerobe
3300028169_6,Anaerobe
3300025872_15,Aerobe
3300029379_33,Anaerobe
3300026133_1,Anaerobe
3300029493_15,Anaerobe
3300012956_55,Aerobe
3300017441_4,Anaerobe
3300012182_14,Aerobe
3300025598_2,Aerobe
3300029623_37,Anaerobe
3300022660_62,Anaerobe
3300026105_1,Aerobe
3300014968_13,Aerobe
3300027800_28,Anaerobe
3300026505_5,Aerobe
3300007354_11,Anaerobe
3300029416_10,Anaerobe
3300027976_16,Aerobe
3300007991_18,Anaerobe
3300025086_5,Aerobe
3300013427_14,Aerobe
3300027819_59,Anaerobe
3300014671_1,Aerobe
3300029586_22,Anaerobe
3300007348_8,Facultative
3300012805_2,Facultative
3300020083_73,Anaerobe
3300011157_3,Anaerobe
3300029852_5,Anaerobe
3300014164_9,Aerobe
3300027051_2,Aerobe
3300014551_5,Anaerobe
3300018058_14,Anaerobe
3300007519_16,Aerobe
3300012604_2,Anaerobe
3300008621_35,Aerobe
3300007722_14,Aerobe
3300009503_118,Anaerobe
3300027863_107,Anaerobe
3300018878_176,Anaerobe
3300029887_16,Anaerobe
3300027239_1,Aerobe
3300010269_17,Anaerobe
3300029425_9,Anaerobe
3300027844_62,Aerobe
3300027323_39,Anaerobe
3300008058_13,Anaerobe
3300008547_3,Anaerobe
3300020711_5,Aerobe
3300027183_2,Aerobe
3300029229_17,Anaerobe
3300008747_14,Anaerobe
3300022401_4,Anaerobe
3300029798_9,Anaerobe
3300029117_9,Anaerobe
3300025587_9,Aerobe
3300027784_150,Aerobe
3300029542_15,Anaerobe
3300018026_19,Aerobe
3300008672_17,Anaerobe
3300013136_105,Anaerobe
3300025462_24,Aerobe
3300025876_28,Aerobe
3300000208_20,Aerobe
3300025250_11,Aerobe
3300021513_8,Anaerobe
3300028028_59,Aerobe
3300029583_26,Anaerobe
3300024344_4,Aerobe
3300027700_13,Aerobe
3300008408_18,Aerobe
3300027839_55,Aerobe
3300000839_58,Anaerobe
