,label
3300012812_5,Aerobe
3300002450_26,Anaerobe
3300011845_1,Aerobe
3300024907_4,Aerobe
3300006065_9,Anaerobe
3300000215_17,Aerobe
3300025498_18,Aerobe
3300007966_25,Anaerobe
3300027983_45,Aerobe
3300029042_23,Anaerobe
3300005286_10,Facultative
3300029669_11,Anaerobe
3300024309_6,Aerobe
3300027900_34,Anaerobe
3300018878_185,Anaerobe
3300010283_11,Facultative
3300029303_23,Anaerobe
3300029428_24,Anaerobe
3300006498_31,Anaerobe
3300006296_2,Anaerobe
3300017429_8,Anaerobe
3300029875_18,Anaerobe
3300010287_6,Anaerobe
3300012858_7,Aerobe
3300027863_43,Anaerobe
3300028017_2,Aerobe
3300029815_35,Anaerobe
3300017920_2,Anaerobe
3300023172_11,Aerobe
3300008607_8,Anaerobe
3300025425_21,Aerobe
3300027766_2,Aerobe
3300020054_50,Aerobe
3300029252_9,Aerobe
3300022188_12,Anaerobe
3300027666_6,Aerobe
3300022905_50,Aerobe
3300020719_3,Anaerobe
3300001979_4,Aerobe
3300024240_6,Anaerobe
3300027823_56,Aerobe
3300025407_3,Anaerobe
3300017532_25,Aerobe
3300014505_1,Facultative
3300022900_32,Aerobe
3300024490_4,Aerobe
3300025506_5,Aerobe
3300000188_16,Aerobe
3300018914_5,Aerobe
3300008495_9,Aerobe
3300011770_4,Aerobe
3300006568_10,Anaerobe
3300012825_4,Aerobe
3300007969_8,Anaerobe
3300029771_19,Anaerobe
3300005260_8,Aerobe
3300027893_58,Anaerobe
3300025277_7,Aerobe
3300029539_14,Anaerobe
3300008621_30,Anaerobe
3300027502_1,Aerobe
3300020402_13,Aerobe
3300008341_12,Facultative
3300020220_30,Anaerobe
3300020201_25,Aerobe
3300029108_11,Anaerobe
3300007722_20,Aerobe
3300029232_20,Anaerobe
3300025669_23,Anaerobe
3300011830_1,Aerobe
3300027821_4,Aerobe
3300017505_10,Aerobe
3300007141_3,Aerobe
3300026519_16,Anaerobe
3300020139_19,Anaerobe
3300022887_7,Anaerobe
3300027279_10,Aerobe
3300020192_37,Anaerobe
3300000365_17,Aerobe
3300025513_29,Aerobe
3300020388_20,Aerobe
3300025777_4,Aerobe
3300027568_3,Aerobe
3300025667_16,Aerobe
3300012829_11,Aerobe
3300026531_12,Anaerobe
3300020186_57,Aerobe
3300007206_17,Anaerobe
3300007978_8,Anaerobe
3300025603_17,Facultative
3300007192_9,Aerobe
3300008090_1,Anaerobe
3300012088_8,Anaerobe
3300014959_3,Aerobe
3300013489_1,Facultative
3300027328_27,Anaerobe
3300001598_46,Anaerobe
3300029040_4,Anaerobe
3300020415_6,Aerobe
3300008617_6,Aerobe
3300012810_1,Aerobe
3300003317_3,Aerobe
3300020190_53,Aerobe
3300010998_30,Anaerobe
3300011856_4,Facultative
3300029136_23,Anaerobe
3300013136_138,Aerobe
3300010370_15,Aerobe
3300028324_1,Aerobe
3300027857_14,Aerobe
3300029851_14,Anaerobe
3300025334_1,Aerobe
3300007188_9,Aerobe
3300008461_2,Anaerobe
3300028603_68,Anaerobe
3300014556_9,Anaerobe
3300007753_11,Anaerobe
3300012006_6,Aerobe
3300029661_13,Anaerobe
3300029587_38,Anaerobe
3300025694_21,Aerobe
3300009540_35,Aerobe
3300011761_2,Aerobe
3300029445_24,Anaerobe
3300020222_56,Aerobe
3300008144_19,Aerobe
3300026965_4,Aerobe
3300006746_10,Anaerobe
3300029767_24,Anaerobe
3300010269_7,Anaerobe
3300017406_13,Anaerobe
3300009095_104,Aerobe
3300012268_9,Aerobe
3300026522_67,Anaerobe
2209111003_3,Anaerobe
3300029791_26,Anaerobe
3300027706_33,Aerobe
3300008734_29,Anaerobe
3300011166_3,Aerobe
3300020435_16,Aerobe
3300006251_20,Anaerobe
3300020173_35,Aerobe
3300013137_63,Anaerobe
3300028048_35,Anaerobe
3300029451_6,Anaerobe
3300029524_13,Anaerobe
3300014792_10,Anaerobe
3300025750_15,Anaerobe
3300025528_17,Aerobe
3300013758_7,Aerobe
3300000052_6,Aerobe
3300029096_5,Anaerobe
3300012813_8,Aerobe
3300024238_3,Anaerobe
3300027741_35,Aerobe
3300006102_6,Aerobe
3300025161_89,Aerobe
3300028602_45,Anaerobe
3300029719_7,Anaerobe
3300029330_27,Anaerobe
3300001676_11,Aerobe
3300021091_43,Aerobe
3300027211_2,Aerobe
3300003894_19,Aerobe
3300014570_6,Anaerobe
3300029614_18,Anaerobe
3300013901_7,Facultative
3300008153_6,Anaerobe
3300012950_18,Aerobe
3300025737_37,Anaerobe
3300014934_6,Anaerobe
3300028114_22,Aerobe
3300000200_9,Aerobe
3300011665_2,Aerobe
3300029135_18,Anaerobe
3300008664_15,Anaerobe
3300017398_27,Anaerobe
3300025546_63,Anaerobe
3300027784_39,Anaerobe
3300011685_2,Aerobe
3300017400_17,Anaerobe
3300025659_21,Facultative
3300000216_15,Anaerobe
3300029576_14,Anaerobe
3300018475_267,Anaerobe
3300029489_13,Anaerobe
3300025784_45,Anaerobe
3300029762_10,Anaerobe
3300001095_28,Anaerobe
3300029496_22,Anaerobe
3300025897_38,Aerobe
3300000235_17,Aerobe
3300017951_40,Aerobe
3300029228_11,Anaerobe
3300024356_3,Aerobe
3300017467_2,Facultative
3300029767_23,Anaerobe
3300011817_5,Aerobe
3300029514_11,Anaerobe
3300014783_11,Anaerobe
3300012314_5,Aerobe
3300011857_3,Aerobe
3300026265_29,Aerobe
3300025534_7,Aerobe
3300009503_44,Aerobe
3300013341_1,Facultative
3300013126_74,Aerobe
3300027152_5,Aerobe
3300025097_3,Aerobe
3300025694_23,Anaerobe
3300026278_8,Aerobe
3300024257_16,Anaerobe
3300007517_32,Aerobe
3300027864_46,Anaerobe
3300012822_2,Aerobe
3300017958_33,Aerobe
3300007966_28,Facultative
3300011967_10,Anaerobe
3300018030_14,Anaerobe
3300028162_8,Anaerobe
3300021506_5,Aerobe
3300007919_1,Facultative
3300025471_17,Anaerobe
3300011986_22,Facultative
3300029123_16,Anaerobe
3300008334_3,Aerobe
3300029826_6,Aerobe
3300012434_1,Anaerobe
3300029045_3,Anaerobe
3300025696_13,Aerobe
3300029676_14,Anaerobe
3300017388_1,Aerobe
3300025533_13,Anaerobe
3300029878_21,Anaerobe
3300026491_11,Aerobe
3300009769_47,Anaerobe
3300029618_9,Anaerobe
3300012820_11,Aerobe
3300029510_10,Anaerobe
3300025225_7,Aerobe
3300017931_17,Anaerobe
3300029874_16,Anaerobe
3300014971_16,Anaerobe
3300025770_41,Aerobe
3300007804_14,Anaerobe
3300027760_21,Aerobe
3300007043_2,Anaerobe
3300029814_22,Anaerobe
3300027972_9,Anaerobe
3300023208_46,Aerobe
3300028032_37,Aerobe
3300009381_28,Anaerobe
3300021843_45,Anaerobe
3300025546_16,Anaerobe
3300000236_11,Anaerobe
3300013232_35,Aerobe
3300007220_17,Anaerobe
3300025637_16,Aerobe
3300027917_156,Anaerobe
3300006566_7,Facultative
3300029770_38,Anaerobe
3300013498_3,Anaerobe
3300029077_3,Facultative
3300022661_142,Anaerobe
3300013764_5,Aerobe
3300025772_7,Anaerobe
3300021431_65,Anaerobe
3300020190_62,Aerobe
3300022885_24,Aerobe
3300012940_44,Aerobe
3300008345_16,Anaerobe
3300013958_16,Anaerobe
3300027986_19,Aerobe
3300012886_30,Anaerobe
3300025767_37,Aerobe
3300005958_11,Anaerobe
3300010268_18,Facultative
3300013094_18,Anaerobe
3300002508_6,Aerobe
3300022753_61,Anaerobe
3300029719_45,Anaerobe
3300014656_71,Anaerobe
3300029724_16,Anaerobe
3300025721_7,Aerobe
3300029436_19,Anaerobe
3300000162_3,Anaerobe
3300020358_13,Aerobe
3300012830_11,Aerobe
3300025730_64,Anaerobe
3300018475_108,Anaerobe
3300009704_68,Anaerobe
3300007711_3,Facultative
3300025573_1,Aerobe
3300011989_31,Anaerobe
3300017529_1,Anaerobe
3300029240_19,Anaerobe
3300027323_46,Anaerobe
3300013004_109,Aerobe
3300020477_23,Aerobe
3300020444_11,Aerobe
3300011235_1,Aerobe
3300020219_52,Aerobe
3300025860_40,Aerobe
3300029122_15,Anaerobe
3300010368_26,Anaerobe
3300028564_28,Anaerobe
3300026206_15,Anaerobe
3300028959_10,Anaerobe
3300008134_17,Anaerobe
3300011851_7,Facultative
3300029446_16,Anaerobe
3300029374_25,Anaerobe
3300026623_5,Aerobe
3300018875_6,Aerobe
3300017395_20,Anaerobe
3300007312_14,Anaerobe
3300025689_71,Anaerobe
3300027022_4,Aerobe
3300029136_10,Anaerobe
3300014556_6,Anaerobe
3300029794_32,Anaerobe
3300025623_49,Aerobe
3300027790_33,Aerobe
3300013381_3,Aerobe
3300006462_5,Anaerobe
3300025261_22,Aerobe
3300014766_15,Anaerobe
3300014701_3,Anaerobe
3300029824_2,Anaerobe
3300027742_41,Anaerobe
3300025395_1,Aerobe
3300008161_13,Anaerobe
3300021591_2,Facultative
3300020603_68,Anaerobe
3300025605_17,Aerobe
3300007977_19,Anaerobe
3300029588_14,Anaerobe
3300027293_18,Aerobe
3300001970_9,Aerobe
3300008145_6,Facultative
3300007746_16,Anaerobe
3300006479_16,Anaerobe
3300025601_12,Aerobe
3300029535_14,Anaerobe
3300025874_22,Aerobe
3300014886_48,Anaerobe
3300014096_8,Anaerobe
3300029021_14,Anaerobe
3300018430_71,Anaerobe
3300014205_37,Aerobe
3300029047_5,Anaerobe
3300014196_14,Anaerobe
3300025571_27,Aerobe
3300024320_9,Aerobe
3300029112_15,Anaerobe
3300026209_20,Aerobe
3300024276_2,Aerobe
3300008130_16,Anaerobe
3300025584_6,Aerobe
3300020327_7,Anaerobe
3300014955_9,Anaerobe
3300017400_47,Anaerobe
3300027863_56,Anaerobe
3300025853_4,Aerobe
3300025631_47,Anaerobe
3300026258_8,Aerobe
3300000187_12,Aerobe
3300014792_20,Anaerobe
3300011385_1,Aerobe
3300026098_5,Aerobe
3300012998_4,Aerobe
3300020720_5,Anaerobe
3300029349_3,Aerobe
3300014804_21,Anaerobe
3300005281_18,Facultative
3300026269_11,Aerobe
3300029421_23,Anaerobe
3300009767_9,Anaerobe
3300000839_46,Anaerobe
3300010160_19,Anaerobe
3300025724_29,Aerobe
3300029420_21,Anaerobe
3300029567_27,Anaerobe
3300013885_6,Anaerobe
3300029694_17,Anaerobe
3300027373_14,Anaerobe
3300002170_47,Anaerobe
3300020476_6,Aerobe
3300006747_13,Anaerobe
3300011964_4,Aerobe
3300029217_30,Anaerobe
3300028569_35,Aerobe
3300009084_84,Aerobe
3300027835_165,Aerobe
3300025409_1,Aerobe
3300007531_49,Anaerobe
3300029847_27,Anaerobe
3300013132_99,Aerobe
3300007356_12,Anaerobe
3300025596_24,Aerobe
3300027653_10,Facultative
3300018080_36,Anaerobe
3300000232_18,Aerobe
3300006319_17,Aerobe
3300014530_2,Facultative
3300002164_40,Anaerobe
3300009503_73,Anaerobe
3300027773_57,Aerobe
3300002174_73,Anaerobe
3300029253_15,Anaerobe
3300022920_20,Aerobe
3300011486_3,Aerobe
3300012835_5,Aerobe
3300028629_8,Anaerobe
3300025686_42,Anaerobe
3300029117_19,Anaerobe
3300026286_12,Aerobe
3300008455_3,Anaerobe
3300013093_29,Aerobe
3300008418_24,Facultative
3300025767_65,Aerobe
3300012921_22,Aerobe
3300029221_20,Aerobe
3300009704_31,Anaerobe
3300029411_13,Anaerobe
3300020176_35,Aerobe
3300006743_4,Aerobe
3300020713_4,Anaerobe
3300023273_28,Aerobe
3300008136_14,Anaerobe
3300025849_22,Aerobe
3300027896_125,Anaerobe
3300029556_27,Anaerobe
3300029337_14,Anaerobe
3300024433_4,Anaerobe
3300008012_23,Aerobe
3300008737_4,Anaerobe
3300027885_21,Aerobe
3300022660_123,Anaerobe
3300005471_47,Aerobe
3300010279_16,Anaerobe
3300012847_11,Aerobe
3300025597_5,Anaerobe
3300027791_28,Aerobe
3300000477_14,Aerobe
3300010368_20,Aerobe
3300010278_9,Anaerobe
3300025775_17,Anaerobe
3300018878_195,Anaerobe
3300017458_4,Anaerobe
3300029230_10,Anaerobe
3300012095_3,Facultative
3300008478_3,Anaerobe
3300025702_46,Anaerobe
3300029434_19,Anaerobe
3300027976_27,Aerobe
3300014545_10,Anaerobe
3300027763_22,Anaerobe
3300024221_4,Aerobe
3300026953_3,Anaerobe
3300011382_1,Aerobe
3300029613_8,Facultative
3300013482_3,Aerobe
3300009779_11,Aerobe
3300029350_15,Anaerobe
3300027143_6,Aerobe
3300025870_40,Aerobe
3300028569_47,Aerobe
3300029494_34,Anaerobe
3300029066_1,Anaerobe
3300012150_5,Anaerobe
3300027612_3,Aerobe
3300008664_39,Anaerobe
3300027980_41,Anaerobe
3300000881_2,Aerobe
3300029404_15,Anaerobe
3300020348_17,Aerobe
3300025478_21,Anaerobe
3300027323_17,Anaerobe
3300014889_1,Aerobe
3300005086_17,Anaerobe
3300013127_79,Anaerobe
3300014781_6,Anaerobe
3300029750_14,Anaerobe
3300007657_30,Anaerobe
3300013138_191,Aerobe
3300005056_7,Aerobe
3300028553_28,Aerobe
3300011976_24,Anaerobe
3300026977_7,Aerobe
3300010262_27,Anaerobe
3300026266_11,Aerobe
3300029532_17,Anaerobe
3300025684_7,Aerobe
3300001594_46,Anaerobe
3300014940_4,Anaerobe
3300018025_25,Aerobe
3300014949_7,Anaerobe
3300013232_43,Anaerobe
3300009769_53,Anaerobe
3300011520_4,Aerobe
3300027863_75,Anaerobe
3300007714_3,Anaerobe
3300026983_5,Aerobe
3300007976_25,Anaerobe
3300011190_5,Anaerobe
3300024265_5,Aerobe
3300013719_3,Facultative
3300027800_45,Aerobe
3300013122_13,Aerobe
3300029229_16,Anaerobe
3300006560_1,Facultative
3300001919_19,Anaerobe
3300005407_3,Aerobe
3300025062_4,Aerobe
3300008412_25,Aerobe
3300025409_2,Aerobe
3300027876_10,Aerobe
3300022842_5,Aerobe
3300020278_13,Aerobe
3300014071_2,Anaerobe
3300027386_16,Aerobe
3300011809_1,Aerobe
3300002544_13,Aerobe
3300021130_10,Aerobe
3300006498_14,Aerobe
3300010283_32,Anaerobe
3300025350_7,Aerobe
3300020153_48,Aerobe
3300026863_8,Aerobe
3300025488_22,Aerobe
3300029379_13,Anaerobe
3300008260_17,Anaerobe
3300028156_19,Anaerobe
3300029738_21,Anaerobe
3300028581_42,Aerobe
3300027800_9,Anaerobe
3300011641_1,Aerobe
3300000367_21,Aerobe
3300025298_6,Aerobe
3300022862_6,Aerobe
3300022937_46,Aerobe
3300029428_9,Anaerobe
3300021128_7,Aerobe
3300018030_18,Anaerobe
3300026289_20,Aerobe
3300011711_3,Anaerobe
3300010287_55,Anaerobe
3300000115_26,Aerobe
3300027322_7,Aerobe
3300023208_44,Aerobe
3300029527_6,Anaerobe
3300014899_1,Aerobe
3300029105_21,Anaerobe
3300029536_8,Anaerobe
3300029537_16,Anaerobe
3300009704_10,Anaerobe
3300025933_19,Aerobe
3300021431_69,Anaerobe
3300029614_21,Anaerobe
3300014564_19,Anaerobe
3300020328_9,Aerobe
3300014914_102,Anaerobe
3300012841_7,Aerobe
3300018065_19,Aerobe
3300011808_1,Aerobe
3300029609_10,Anaerobe
3300011189_14,Aerobe
3300025385_12,Aerobe
3300029717_29,Anaerobe
3300027662_13,Anaerobe
3300020415_20,Aerobe
3300006250_44,Anaerobe
3300027710_7,Aerobe
3300027819_151,Aerobe
3300027317_7,Aerobe
3300024494_3,Aerobe
3300014025_17,Aerobe
3300024185_6,Aerobe
3300025597_12,Anaerobe
3300000271_9,Aerobe
3300025686_29,Anaerobe
3300029550_11,Anaerobe
3300029445_23,Anaerobe
3300025281_4,Aerobe
3300025748_90,Aerobe
3300007781_2,Anaerobe
3300010292_6,Anaerobe
3300018088_20,Anaerobe
3300021139_8,Aerobe
3300008504_1,Anaerobe
3300029696_23,Anaerobe
3300028576_39,Anaerobe
3300029046_12,Anaerobe
3300027494_1,Aerobe
3300021494_3,Anaerobe
3300008346_27,Aerobe
3300006258_14,Anaerobe
3300025750_23,Aerobe
3300021400_107,Anaerobe
3300025511_3,Aerobe
3300022826_4,Anaerobe
3300002174_48,Aerobe
3300026280_6,Aerobe
3300029420_8,Anaerobe
3300029123_11,Anaerobe
3300013132_41,Aerobe
3300008364_3,Aerobe
3300009083_190,Aerobe
3300022146_8,Anaerobe
3300029311_19,Aerobe
3300029035_12,Anaerobe
3300027902_70,Anaerobe
3300008102_9,Anaerobe
3300026821_3,Aerobe
3300018018_22,Anaerobe
3300024344_29,Aerobe
3300025457_5,Aerobe
3300027793_11,Aerobe
3300014648_2,Facultative
3300022742_11,Aerobe
3300022907_11,Aerobe
3300026118_21,Aerobe
3300011911_3,Facultative
3300010267_30,Anaerobe
3300027419_15,Anaerobe
3300029021_6,Anaerobe
3300020477_53,Aerobe
3300026488_13,Anaerobe
3300022753_59,Anaerobe
3300026287_12,Aerobe
3300029759_22,Anaerobe
3300013094_7,Aerobe
3300006498_20,Anaerobe
3300020699_2,Anaerobe
3300021091_16,Aerobe
3300029388_23,Anaerobe
3300025321_4,Aerobe
3300029575_7,Anaerobe
3300025991_1,Anaerobe
3300026164_7,Aerobe
3300012509_1,Aerobe
3300011228_3,Facultative
3300025952_2,Anaerobe
3300020426_19,Aerobe
3300025724_89,Anaerobe
3300018475_171,Anaerobe
3300000254_18,Aerobe
3300005086_21,Anaerobe
3300011986_41,Aerobe
3300029137_11,Anaerobe
3300029483_8,Anaerobe
3300009503_187,Anaerobe
3300029256_16,Anaerobe
3300029119_17,Anaerobe
3300008506_22,Anaerobe
3300009767_85,Anaerobe
3300029682_12,Anaerobe
3300014594_3,Anaerobe
3300010274_20,Anaerobe
3300018008_11,Anaerobe
3300029492_17,Anaerobe
3300009769_42,Anaerobe
3300029791_28,Anaerobe
3300025592_8,Anaerobe
3300025920_14,Aerobe
3300020148_6,Aerobe
3300011978_27,Facultative
3300024231_5,Aerobe
3300029000_8,Anaerobe
3300012001_15,Aerobe
3300029437_18,Anaerobe
3300012832_7,Aerobe
3300026023_13,Aerobe
3300020400_8,Aerobe
3300007977_25,Anaerobe
3300017818_37,Aerobe
3300029858_37,Anaerobe
3300025082_9,Aerobe
3300027419_41,Aerobe
3300008743_23,Aerobe
3300018015_34,Aerobe
3300012942_42,Anaerobe
3300014206_82,Anaerobe
3300010267_6,Anaerobe
3300020373_6,Aerobe
3300025631_39,Anaerobe
3300027592_18,Aerobe
3300025263_9,Aerobe
3300027776_11,Aerobe
3300013138_50,Anaerobe
3300011796_1,Facultative
3300013138_28,Anaerobe
3300025682_38,Anaerobe
3300025716_13,Anaerobe
3300029540_14,Anaerobe
3300010260_10,Anaerobe
3300009503_244,Aerobe
3300006564_36,Anaerobe
3300006499_6,Anaerobe
3300010269_28,Anaerobe
3300025866_13,Aerobe
3300025729_34,Aerobe
3300029462_7,Anaerobe
3300008125_17,Facultative
3300018039_40,Aerobe
3300027980_14,Aerobe
3300029341_26,Anaerobe
3300008739_15,Facultative
3300008215_3,Aerobe
3300013427_3,Aerobe
3300013136_130,Anaerobe
3300006722_7,Anaerobe
3300012802_6,Aerobe
3300022225_14,Aerobe
3300011747_3,Anaerobe
3300011249_6,Aerobe
3300027295_6,Aerobe
3300011462_3,Aerobe
3300025855_6,Aerobe
3300012952_10,Aerobe
3300026627_1,Aerobe
3300028570_23,Anaerobe
3300018868_30,Aerobe
3300021256_57,Anaerobe
3300006056_139,Anaerobe
3300012344_7,Anaerobe
3300012229_2,Facultative
3300026269_9,Aerobe
3300029759_26,Anaerobe
3300013125_133,Aerobe
3300029579_13,Anaerobe
3300025269_5,Aerobe
3300018030_25,Anaerobe
3300007796_31,Anaerobe
3300013094_11,Aerobe
3300029245_34,Anaerobe
3300014728_2,Anaerobe
3300008503_16,Anaerobe
3300025775_23,Aerobe
3300012153_15,Anaerobe
3300017560_11,Aerobe
3300010309_2,Aerobe
3300025667_19,Aerobe
3300014502_27,Aerobe
3300025931_23,Aerobe
3300026280_26,Anaerobe
3300028588_15,Aerobe
3300003119_2,Aerobe
3300029580_19,Anaerobe
3300012820_10,Facultative
3300024323_4,Aerobe
3300002063_4,Aerobe
3300020718_2,Anaerobe
3300013133_75,Anaerobe
3300020443_12,Aerobe
3300008129_11,Anaerobe
3300029815_27,Anaerobe
3300011513_2,Aerobe
3300005326_25,Anaerobe
3300013132_112,Aerobe
3300025362_7,Aerobe
3300006464_4,Anaerobe
3300011754_4,Aerobe
3300027834_40,Aerobe
3300014206_31,Anaerobe
3300006177_8,Aerobe
3300029720_36,Anaerobe
3300012106_7,Aerobe
3300018080_24,Anaerobe
3300012813_7,Aerobe
3300026288_4,Aerobe
3300010266_4,Anaerobe
3300027863_181,Anaerobe
3300025477_17,Anaerobe
3300020415_56,Aerobe
3300024299_11,Aerobe
3300011002_19,Anaerobe
3300015214_61,Anaerobe
3300027244_6,Aerobe
3300027800_21,Anaerobe
3300014790_6,Anaerobe
3300023235_7,Aerobe
3300026078_27,Aerobe
3300009779_2,Aerobe
3300025062_9,Aerobe
3300020468_27,Aerobe
3300018475_107,Anaerobe
3300010343_10,Aerobe
3300010162_156,Anaerobe
3300012940_107,Aerobe
3300027319_6,Aerobe
3300014762_5,Anaerobe
3300029696_17,Anaerobe
3300008611_15,Facultative
3300009084_76,Aerobe
3300022876_7,Aerobe
3300020469_17,Aerobe
3300027276_108,Anaerobe
3300007129_5,Aerobe
3300026483_10,Aerobe
3300011851_8,Anaerobe
3300029125_19,Anaerobe
3300011977_1,Anaerobe
3300025714_6,Aerobe
3300014815_35,Aerobe
3300011877_9,Anaerobe
3300017389_24,Anaerobe
3300006307_16,Anaerobe
3300000236_5,Anaerobe
3300000213_7,Aerobe
3300004628_41,Anaerobe
3300025547_17,Aerobe
3300007315_18,Anaerobe
3300017391_10,Anaerobe
3300029490_26,Anaerobe
3300027983_8,Aerobe
3300014749_6,Facultative
3300008722_6,Anaerobe
3300029567_36,Anaerobe
3300009503_125,Anaerobe
3300011682_4,Aerobe
3300005460_16,Anaerobe
3300026479_5,Aerobe
3300028997_7,Anaerobe
3300014680_2,Aerobe
3300021062_4,Aerobe
3300025394_8,Aerobe
3300007853_5,Anaerobe
3300027844_33,Aerobe
3300001782_18,Anaerobe
3300024301_42,Aerobe
3300011843_3,Aerobe
3300029122_19,Anaerobe
3300024054_70,Aerobe
3300014808_14,Anaerobe
3300027689_14,Aerobe
3300014644_1,Aerobe
3300028627_24,Anaerobe
3300025498_7,Aerobe
3300025467_12,Aerobe
3300028603_25,Anaerobe
3300006289_15,Aerobe
3300014913_33,Anaerobe
3300025044_13,Aerobe
3300024931_8,Aerobe
3300013136_95,Anaerobe
3300028569_30,Aerobe
3300007222_34,Anaerobe
3300027733_29,Aerobe
3300017532_66,Anaerobe
3300005337_12,Aerobe
3300013272_3,Anaerobe
3300029423_16,Anaerobe
3300029228_9,Anaerobe
3300011766_1,Aerobe
3300002163_68,Facultative
3300006568_16,Anaerobe
3300005282_15,Anaerobe
3300008125_27,Aerobe
3300029702_12,Anaerobe
3300011671_2,Anaerobe
3300006256_21,Anaerobe
3300029549_28,Anaerobe
3300029103_20,Anaerobe
3300011840_3,Aerobe
3300024301_32,Aerobe
3300029563_12,Anaerobe
3300025614_32,Facultative
3300029752_18,Anaerobe
3300027276_29,Anaerobe
3300000193_23,Aerobe
3300017398_30,Aerobe
3300029130_14,Anaerobe
3300008682_10,Aerobe
3300025105_25,Facultative
3300027863_254,Anaerobe
3300029575_31,Anaerobe
3300027850_79,Aerobe
3300006250_4,Anaerobe
3300000477_24,Aerobe
3300029729_17,Anaerobe
3300021511_10,Anaerobe
3300029415_15,Anaerobe
3300020277_9,Anaerobe
3300027832_15,Aerobe
3300020263_5,Aerobe
3300006256_12,Anaerobe
3300029055_18,Anaerobe
3300022188_32,Anaerobe
3300025044_12,Aerobe
3300011988_12,Anaerobe
3300025091_2,Aerobe
3300027859_7,Aerobe
3300027970_35,Aerobe
3300008418_5,Anaerobe
3300029198_12,Anaerobe
3300000042_1,Aerobe
3300029234_12,Anaerobe
3300013138_39,Aerobe
3300012844_7,Aerobe
3300025530_4,Aerobe
3300027782_10,Aerobe
3300024040_8,Aerobe
3300013414_33,Anaerobe
3300010285_28,Anaerobe
3300026479_12,Aerobe
3300022933_36,Aerobe
3300027487_9,Aerobe
3300001919_17,Anaerobe
3300025656_31,Aerobe
3300000568_25,Anaerobe
3300000866_24,Anaerobe
3300025441_10,Anaerobe
3300025046_1,Aerobe
3300013631_1,Aerobe
3300029078_4,Anaerobe
3300010281_27,Anaerobe
3300010268_35,Anaerobe
3300027790_36,Aerobe
3300006477_25,Aerobe
3300022885_12,Facultative
3300020603_60,Aerobe
3300025513_22,Aerobe
3300029254_24,Anaerobe
3300018475_112,Anaerobe
3300029348_21,Anaerobe
3300025516_6,Aerobe
3300025519_8,Aerobe
3300029841_13,Anaerobe
3300018430_67,Anaerobe
3300011361_4,Anaerobe
3300025775_15,Facultative
3300029250_28,Anaerobe
3300020200_87,Aerobe
3300026078_136,Aerobe
3300025639_26,Aerobe
3300026516_53,Aerobe
3300012814_5,Aerobe
3300023111_3,Anaerobe
3300008133_12,Anaerobe
3300006488_5,Anaerobe
3300025644_40,Aerobe
3300013136_250,Aerobe
3300025642_43,Anaerobe
3300026627_9,Aerobe
3300015214_118,Anaerobe
3300027283_27,Aerobe
3300029353_18,Anaerobe
3300000563_58,Anaerobe
3300027909_47,Aerobe
3300014057_15,Anaerobe
3300021341_8,Aerobe
3300028135_3,Aerobe
3300021512_7,Anaerobe
3300006259_19,Anaerobe
3300025683_45,Anaerobe
3300008650_7,Anaerobe
3300028963_7,Aerobe
3300013136_187,Aerobe
3300008058_15,Anaerobe
3300021603_53,Anaerobe
3300008155_47,Aerobe
3300029412_11,Anaerobe
3300025272_14,Aerobe
3300029528_8,Anaerobe
3300006328_17,Anaerobe
3300029727_14,Anaerobe
3300014726_2,Aerobe
3300012956_49,Aerobe
3300007299_17,Anaerobe
3300027878_95,Aerobe
3300006678_15,Anaerobe
3300011950_2,Aerobe
3300027780_23,Aerobe
3300012028_3,Aerobe
3300027532_14,Aerobe
3300013131_21,Aerobe
3300028625_33,Aerobe
3300027917_60,Aerobe
3300027373_6,Anaerobe
3300020331_18,Aerobe
3300028191_21,Anaerobe
3300017652_10,Aerobe
3300026267_13,Aerobe
3300025550_6,Aerobe
3300027972_3,Anaerobe
3300029432_32,Anaerobe
3300005275_29,Anaerobe
3300029634_10,Anaerobe
3300017526_65,Anaerobe
3300026968_5,Aerobe
3300027904_40,Anaerobe
3300029005_4,Anaerobe
3300018037_7,Aerobe
3300027863_46,Anaerobe
3300029136_24,Anaerobe
3300012521_15,Anaerobe
3300027832_82,Aerobe
3300000412_1,Aerobe
3300026075_38,Aerobe
3300000362_23,Anaerobe
3300008506_17,Facultative
3300025608_45,Aerobe
3300008479_19,Anaerobe
3300006045_51,Anaerobe
3300011988_14,Anaerobe
3300012036_22,Aerobe
3300005966_3,Aerobe
3300014752_9,Anaerobe
3300027674_6,Aerobe
3300024054_29,Aerobe
3300010882_43,Anaerobe
3300005067_17,Anaerobe
3300027276_9,Anaerobe
3300028048_50,Anaerobe
3300029237_20,Anaerobe
3300027835_100,Anaerobe
3300012662_12,Anaerobe
3300025909_54,Aerobe
3300025770_32,Aerobe
3300015158_13,Aerobe
3300026459_3,Aerobe
3300022660_134,Anaerobe
3300024431_22,Aerobe
3300024294_9,Aerobe
3300006463_25,Anaerobe
3300025622_51,Aerobe
3300006261_7,Anaerobe
3300029441_26,Anaerobe
3300025044_19,Aerobe
3300027986_11,Aerobe
3300029580_29,Anaerobe
3300025177_1,Aerobe
3300026549_66,Anaerobe
3300027332_4,Anaerobe
3300025872_8,Aerobe
3300020197_64,Aerobe
3300021424_49,Aerobe
3300025767_29,Aerobe
